"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.705629917E0,-5.764349643E-4,-9.469026709E-3,-2.271350920E-2
3.715615917E0,9.331370462E-3,-1.425459813E-3,-1.403273284E-2
3.725601917E0,8.703617044E-3,2.855332447E-3,-2.031907439E-2
3.735587917E0,2.848197017E-3,-1.331788332E-2,-2.196565032E-2
3.745573917E0,-1.798863919E-3,-1.311851154E-2,-2.196623504E-2
3.755559917E0,-4.608903285E-3,7.314044517E-4,-1.537934661E-2
3.765546917E0,-6.379495002E-3,-3.542599557E-3,-1.308606863E-3
3.775532917E0,-6.633702703E-3,3.986211363E-3,-1.762467742E-2
3.785518917E0,7.141688699E-3,5.384371988E-4,-1.253526092E-2
3.795504917E0,7.941907570E-3,8.984959479E-3,1.834856272E-3
3.805490917E0,1.008688554E-2,7.721202588E-3,-1.867308319E-2
3.815476958E0,9.927384462E-3,3.265770441E-3,-9.242693782E-3
3.825462958E0,1.490418725E-2,-1.151693176E-2,-1.792580903E-2
3.835448958E0,-1.867554998E-3,-1.078646835E-3,-2.570962250E-2
3.845434958E0,-5.606045416E-3,-6.176121533E-4,-9.992306828E-3
3.855420958E0,1.540494645E-3,-1.251238368E-2,-6.998532414E-3
3.865406958E0,1.544666268E-2,1.222945154E-3,-8.345146179E-3
3.875392958E0,6.742068054E-3,2.977959523E-3,-1.014141083E-2
3.885378958E0,-1.113693127E-2,2.035169089E-3,-2.720592499E-2
3.895364958E0,2.070375723E-3,5.626793895E-3,-1.388362885E-2
3.905350958E0,2.807787275E-3,2.468082318E-3,-9.093589783E-3
3.915337958E0,9.481173386E-3,1.587893637E-3,-1.343514740E-2
3.925323958E0,1.993544223E-3,-5.318133999E-4,-2.151833832E-2
3.935309958E0,4.227797301E-3,-2.744244486E-3,-1.897363007E-2
3.945295958E0,3.476489475E-4,-1.018261543E-2,-1.373510957E-2
3.955281958E0,-1.060457426E-2,4.117965577E-3,-1.747557342E-2
3.965267958E0,2.795809619E-3,3.501111735E-3,-1.912156463E-2
3.975253958E0,8.671119316E-3,3.819812397E-3,-2.121662199E-2
3.985239958E0,1.139253225E-2,-2.551213279E-4,-2.810230315E-2
3.995225958E0,-4.831508612E-3,4.968123324E-3,-1.463031828E-2
4.005211958E0,1.859560758E-3,6.680918969E-3,-1.642658293E-2
4.015197958E0,-1.631976161E-3,-1.712485012E-3,-5.948372483E-3
4.025183958E0,-6.318108374E-3,-5.944580929E-3,8.722291589E-3
4.035169958E0,7.162692994E-3,-7.265329901E-3,-1.043669522E-2
4.045155958E0,1.227241030E-2,9.568694327E-4,-1.253233731E-2
4.055141958E0,1.851648744E-4,-1.280529264E-2,-1.223237514E-2
4.065127958E0,-2.613376491E-3,-4.271007311E-3,-1.447770596E-2
4.075113958E0,2.511187261E-3,-1.429365571E-2,-1.088517666E-2
4.085100958E0,-1.333905207E-3,1.201118594E-3,-1.268144131E-2
4.095086958E0,-7.315095188E-3,-1.388823353E-3,-1.043669522E-2
4.105072958E0,-1.162463017E-3,1.370770074E-3,-1.552669644E-2
4.115058958E0,-3.451912897E-3,-8.810986541E-3,-8.490741849E-3
4.125044958E0,4.806219405E-3,2.690541465E-3,-1.672303677E-2
4.135030958E0,5.054086531E-3,-8.281438937E-3,-8.639845848E-3
4.145016958E0,7.912881626E-3,-4.300115481E-3,-7.741128802E-3
4.155002958E0,-6.366978306E-4,8.461743314E-4,-7.142958641E-3
4.164988958E0,2.298376020E-3,-1.485216530E-2,-2.091490567E-2
4.174974958E0,1.129434471E-2,-1.060624620E-2,-1.043727994E-2
4.184960958E0,1.012043394E-2,-1.094585066E-2,-2.525587857E-2
4.194946958E0,1.287904065E-2,-6.011778228E-3,-1.866899014E-2
4.204932958E0,8.295051986E-3,-1.635155585E-3,-1.612428188E-2
4.214918958E0,1.900774492E-3,-7.920747958E-3,-1.866840541E-2
4.224904958E0,5.928628994E-3,-8.052931577E-3,-1.926716030E-2
4.234890958E0,4.993951572E-3,4.725756235E-3,-2.211241543E-2
4.244876958E0,-1.524186395E-3,-4.037977494E-3,-2.525587857E-2
4.254863958E0,5.027609607E-3,-7.013278361E-4,-1.717327237E-2
4.264849958E0,1.059479845E-2,1.168291960E-3,-4.142284513E-2
4.274835958E0,4.724732973E-4,-1.510682981E-2,-2.390926480E-2
4.284821958E0,1.827638615E-3,8.995164698E-3,-2.390809536E-2
4.294807958E0,8.147382382E-3,1.466287997E-2,-1.717151821E-2
4.304793958E0,2.829129612E-3,-1.560311224E-3,-2.600256801E-2
4.314779958E0,-8.585238336E-3,2.605994381E-3,-2.195980310E-2
4.324765958E0,5.378908496E-3,-7.565374291E-3,-1.312758386E-2
4.334751958E0,5.517569734E-3,-1.496147169E-3,-6.391591430E-3
4.344737958E0,-7.999804141E-3,6.137036551E-3,-2.749770105E-2
4.354723958E0,-8.469810644E-3,-2.338383766E-3,-9.385950565E-3
4.364709958E0,6.312279431E-3,-7.677677376E-3,1.840118766E-3
4.374695958E0,9.130765283E-3,-5.777871329E-3,-5.344939828E-3
4.384681958E0,3.171255682E-3,-3.296815502E-3,-5.494043827E-3
4.394667958E0,1.227915287E-3,-1.052964767E-3,-1.267910242E-2
4.404653958E0,-6.965952460E-4,-8.653385807E-3,-1.432567835E-2
4.414640958E0,3.197860513E-3,-1.102624987E-2,-1.372692347E-2
4.424626958E0,2.619470386E-3,-1.594691025E-3,-1.806789637E-2
4.434612958E0,3.010767885E-3,-5.344355106E-4,-1.088225305E-2
4.444598958E0,-5.952291945E-3,-1.308045896E-2,-2.390517175E-2
4.454584958E0,-5.374925081E-3,-6.033705287E-3,-1.552318811E-2
4.464570958E0,1.819658079E-2,6.702370942E-4,-8.536934853E-4
4.474556958E0,5.204990376E-3,-1.354601610E-2,-2.091198206E-2
4.484542958E0,4.687548336E-3,-1.020315377E-2,-1.342813075E-2
4.494528958E0,2.551396005E-4,-9.833299108E-3,-1.312933803E-2
4.504514958E0,-6.776877260E-3,-6.708583608E-3,-7.440581918E-3
4.514500958E0,-3.048482426E-3,1.349252321E-2,-2.570260584E-2
4.524486958E0,-1.749496059E-3,-8.985754335E-3,-1.507529140E-2
4.534472958E0,4.513383536E-3,-1.005231388E-2,-1.821875453E-2
4.544458958E0,-3.452908751E-3,-4.632520555E-3,-2.600315273E-2
4.554444958E0,3.864973001E-3,-4.162431825E-3,-2.315906703E-2
4.564430958E0,4.484238820E-3,-8.368772585E-3,-1.956653774E-2
4.574416958E0,-2.380547673E-3,-5.646391204E-3,-1.253116786E-2
4.584403958E0,6.445267042E-3,-1.232947547E-2,-2.181128383E-2
4.594389958E0,5.018080473E-3,-7.571166689E-3,-2.016353846E-2
4.604375958E0,-3.773765573E-3,-5.297029205E-3,6.780431271E-3
4.614361958E0,6.985476678E-3,1.010471955E-4,-1.073314905E-2
4.624347958E0,5.554580782E-4,-1.001966083E-3,-1.971447229E-2
4.634333958E0,-1.275423914E-3,-9.064984107E-3,-2.255855799E-2
4.644319958E0,9.891853491E-3,-1.066185870E-2,-1.747031093E-2
4.654305958E0,-5.873884438E-3,6.110888533E-4,-1.312992275E-2
4.664291958E0,-1.379239401E-3,-9.727866501E-3,-1.492618740E-2
4.674277958E0,8.885136545E-3,-8.790320288E-3,-2.076463223E-2
4.684263958E0,9.009097517E-3,8.479120508E-3,-9.239185452E-3
4.694249958E0,2.737529324E-3,4.326683767E-3,-1.462856412E-2
4.704235958E0,-4.391989857E-3,1.904931497E-3,-1.717268765E-2
4.714221958E0,2.945160298E-3,-4.558836501E-3,-1.762116909E-2
4.724207958E0,-1.750720320E-3,-4.565688707E-3,-1.328078091E-2
4.734193958E0,2.555151014E-3,-8.179003028E-3,-1.238264859E-2
4.744179958E0,-6.027830662E-3,-9.426954165E-3,-3.079436123E-2
4.754166958E0,-1.585134482E-3,-1.361336871E-2,-2.660366178E-2
4.764152958E0,1.906246207E-2,3.571579820E-3,-3.229124844E-2
4.774138958E0,-6.616471689E-3,3.840524331E-3,-1.417832851E-2
4.784124958E0,-2.435595553E-2,1.274720421E-3,3.784902692E-3
4.794110958E0,-9.598505991E-3,-2.633046890E-3,-1.402688563E-2
4.804096958E0,7.341444204E-3,1.000935512E-2,-3.154105067E-2
4.814082958E0,2.172061544E-2,-9.472224405E-3,-1.013556361E-2
4.824069167E0,4.484704770E-3,-7.459768094E-3,-2.824848354E-2
4.834055167E0,9.273044486E-4,-8.131832443E-3,-1.492618740E-2
4.844041167E0,-6.242103707E-3,-8.371138880E-3,-2.899634242E-2
4.854027167E0,-1.278516543E-2,1.574336319E-2,-1.118338466E-2
4.864013167E0,-9.810896963E-4,7.089136848E-3,8.575526476E-3
4.873999167E0,1.792502331E-2,-1.325963044E-2,-2.720007777E-2
4.883985167E0,1.220400701E-2,-2.532985498E-2,-9.835601449E-3
4.893971167E0,-1.251823090E-2,-6.275990149E-3,-1.003382206E-3
4.903957167E0,4.176501688E-3,1.901837041E-2,-1.836785853E-2
4.913943167E0,-5.861038836E-3,-4.770259028E-3,-1.672128260E-2
4.923929167E0,4.616979752E-3,-1.114807296E-2,-2.016470790E-2
4.933916167E0,1.495334954E-2,-1.232946633E-2,-1.043494105E-2
4.943902167E0,7.244097199E-3,-1.315176758E-2,-1.342871547E-2
4.953888167E0,3.866644939E-3,8.147912286E-3,-2.181245327E-2
4.963874167E0,-1.063274140E-2,-5.522485049E-3,-1.732120693E-2
4.973860167E0,-2.986355759E-3,2.700938545E-3,-1.806906581E-2
4.983846167E0,1.179512219E-2,-6.251806431E-3,-9.236846566E-3
4.993832167E0,1.211034193E-2,-8.985059978E-3,-2.854610682E-2
5.003818167E0,8.464018246E-3,-7.455337001E-3,-1.013556361E-2
5.013804167E0,-1.248197816E-2,-9.636439802E-3,-7.590855360E-3
5.023790167E0,1.065472327E-4,-1.126630548E-3,-1.672186732E-2
5.033776167E0,6.107361931E-3,-1.221477868E-2,-1.477532923E-2
5.043762167E0,9.281842718E-3,-1.219631427E-2,-8.787780404E-3
5.053748167E0,1.834456103E-2,-6.923121605E-3,-1.372750819E-2
5.063734167E0,-1.692896839E-3,9.685218371E-3,-2.300762415E-2
5.073720167E0,-6.569447285E-3,1.275507054E-2,-2.674984217E-2
5.083706167E0,-4.888445875E-3,-3.718171343E-3,-2.435482264E-2
5.093692167E0,5.716484701E-3,-1.596107148E-3,-2.390634120E-2
5.103679167E0,1.361409048E-2,-2.092425208E-2,-1.267968714E-2
5.113665167E0,1.132290470E-2,-5.310596572E-3,-2.525412440E-2
5.123651167E0,-2.516541118E-3,8.528438117E-4,-1.642307460E-2
5.133637167E0,-2.571541490E-3,-7.070663301E-3,-1.163362026E-2
5.143623167E0,4.638979901E-3,-2.957000909E-3,-9.687082171E-3
5.153609167E0,6.555085061E-3,3.683526590E-3,-2.091315150E-2
5.163595167E0,6.959045436E-3,-1.454544229E-2,-2.525470912E-2
5.173581167E0,1.167561058E-2,-8.168551130E-3,-1.417774379E-2
5.183567167E0,-3.195411991E-4,-1.803500578E-4,-1.522614956E-2
5.193553167E0,-2.753134081E-3,-5.211778628E-3,-1.208210170E-2
5.203539167E0,3.324681139E-3,8.387337495E-3,-9.687666893E-3
5.213525167E0,1.344651293E-2,-1.258102451E-2,-2.256206632E-2
5.223511167E0,9.061969137E-3,-1.390317134E-2,-1.897012174E-2
5.233497167E0,-6.765566552E-3,-5.545800822E-3,-2.390984952E-2
5.243483167E0,-3.905026428E-3,5.388921853E-3,-9.239770174E-3
5.253469167E0,-1.039329791E-2,-1.452077435E-2,-3.019677579E-2
5.263455167E0,1.610935321E-3,-1.272748813E-2,-1.627572477E-2
5.273441167E0,1.824430869E-2,-1.467402622E-2,-1.867015958E-2
5.283427167E0,7.439348521E-3,-5.819907328E-3,-1.043786466E-2
5.293414167E0,5.427586567E-4,-6.402564095E-3,2.135987878E-3
5.303400167E0,9.741004463E-4,-5.399355479E-4,-1.807257414E-2
5.313386167E0,1.288516195E-3,-6.247293111E-3,-2.705389738E-2
5.323372167E0,5.737772221E-3,-1.213476319E-2,-2.091607511E-2
5.333358167E0,5.764916092E-3,1.661577690E-3,-1.462914884E-2
5.343344167E0,1.009341798E-2,2.673273906E-4,-2.959802091E-2
5.353330167E0,1.096273449E-2,6.029018378E-3,-1.208502531E-2
5.363316167E0,-1.214576326E-4,-1.925159208E-3,-1.433035612E-2
5.373302167E0,-6.781893075E-3,-1.143222023E-3,-2.061845183E-2
5.383288167E0,1.893036067E-4,-7.307703942E-3,-1.717678070E-2
5.393274167E0,1.113890014E-2,-2.090644548E-3,-2.600841522E-2
5.403260167E0,1.827912703E-3,1.015442088E-3,-1.493261933E-2
5.413246167E0,-1.016395002E-2,-1.860236842E-4,-1.852514863E-2
5.423232167E0,1.316980259E-3,2.176507255E-3,-2.406363130E-2
5.433218167E0,2.793548391E-3,-1.462708404E-3,-2.556051850E-2
5.443204167E0,1.284401217E-2,-8.872912209E-3,-1.957180023E-2
5.453190167E0,6.024194425E-3,1.034782668E-2,-2.451035857E-2
5.463177167E0,-3.451625104E-3,-1.560084645E-2,-2.196565032E-2
5.473163167E0,1.743795024E-3,-1.854306486E-2,-9.392382503E-3
5.483149167E0,-3.506716839E-3,-6.045180447E-3,-3.405418396E-3
5.493135167E0,-1.214086622E-2,9.219716052E-3,-2.241588593E-2
5.503121167E0,7.321403786E-3,2.930871164E-3,-1.837429047E-2
5.513107167E0,-2.568060569E-3,8.209271505E-3,-2.017055511E-2
5.523093167E0,5.663211085E-4,8.327960847E-3,-1.762584686E-2
5.533079167E0,6.864192635E-3,-1.130852421E-2,-2.570845306E-2
5.543065167E0,1.019848513E-2,-1.594818933E-3,-1.897246063E-2
5.553051167E0,-3.127164021E-4,-9.912053794E-3,-2.106868744E-2
5.563037167E0,3.968628603E-3,-6.874416126E-3,-2.765616059E-2
5.573023167E0,-1.313079526E-2,-1.070429670E-2,-1.149036348E-2
5.583009167E0,-1.570575829E-3,-3.139132541E-3,-5.055502653E-3
5.592995167E0,-4.240601789E-5,5.104984716E-4,-1.822694063E-2
5.602981167E0,-1.071849904E-2,-1.314846938E-3,-1.912507296E-2
5.612967167E0,-1.850095578E-6,-1.306505520E-3,-1.553312838E-2
5.622953167E0,1.163126310E-2,-2.270857561E-3,-1.673063815E-2
5.632940167E0,8.883245336E-3,4.066290809E-3,-4.455578327E-3
5.642926167E0,-7.120369202E-3,-2.539500576E-3,-2.810581148E-2
5.652912167E0,9.521427811E-3,7.042194670E-3,-1.119098604E-2
5.662898167E0,2.436964167E-4,2.342312364E-3,-1.598044038E-2
5.672884167E0,-1.321875018E-2,-6.369262375E-4,-1.792639375E-2
5.682870167E0,6.526301228E-3,6.721657617E-3,-2.122013032E-2
5.692856167E0,4.579055076E-3,-1.190468439E-2,-1.493378878E-2
5.702842167E0,-5.716539519E-3,-9.299959950E-3,-1.508347750E-2
5.712828167E0,9.794109059E-3,-4.531464223E-3,-7.150560021E-3
5.722814167E0,8.222692693E-4,5.787400464E-3,-1.688032687E-2
5.732800167E0,-1.176523743E-4,-6.667744461E-3,-1.223997653E-2
5.742786167E0,-4.168004952E-3,-1.160516990E-3,-7.748730183E-3
5.752772167E0,8.259347426E-3,-1.551385084E-3,-2.032316744E-2
5.762758167E0,6.608623629E-3,-7.644777652E-4,-1.583309054E-2
5.772744167E0,1.835381608E-3,5.859339489E-3,-2.017406344E-2
5.782730167E0,-8.572703367E-3,7.034730334E-3,-2.571313083E-2
5.792716167E0,-8.940799297E-3,-1.125735193E-3,-2.212060153E-2
5.802702167E0,4.021650972E-4,-3.459477732E-3,-2.017347872E-2
5.812689167E0,-5.833419878E-3,-7.206145115E-4,-9.096513391E-3
5.822675417E0,1.092720809E-2,3.921946809E-3,-2.210832238E-3
5.832661417E0,-1.170607092E-2,-1.117354489E-2,-8.048692346E-3
5.842647417E0,-5.381174292E-3,-1.169086816E-3,-1.538343966E-2
5.852633417E0,5.087328865E-3,-5.535668693E-4,-3.095106661E-2
5.862619417E0,7.052568910E-3,-5.370740667E-3,-1.717911959E-2
5.872605417E0,2.452610037E-3,-1.018062372E-2,-1.493320405E-2
5.882591417E0,-8.799123089E-3,1.621990213E-3,-1.732822359E-2
5.892577417E0,-1.077372781E-2,-1.690621907E-3,-1.253876925E-2
5.902563417E0,-1.406881656E-2,-1.104424833E-2,-1.628040254E-2
5.912549417E0,2.568069706E-3,-1.114114766E-2,-1.238849580E-2
5.922535417E0,9.681783132E-3,-1.011898127E-2,-1.972265840E-2
5.932521417E0,1.536814554E-2,-2.417860217E-3,-1.238674164E-2
5.942507417E0,-2.167220232E-3,5.013484927E-3,-5.800437927E-3
5.952493417E0,-2.004270209E-3,6.561982948E-3,-5.801022649E-3
5.962479417E0,3.708779253E-4,-3.443845566E-3,-2.151833832E-2
5.972465417E0,7.459082874E-4,-1.901391190E-2,-1.642833710E-2
5.982451417E0,8.675696589E-3,-9.380240394E-3,-1.238732636E-2
5.992438417E0,3.221340738E-3,1.013677874E-2,-2.406421602E-2
6.002424417E0,-2.773635881E-4,9.653789587E-3,-1.193942964E-2
6.012410417E0,-7.391364807E-3,1.739820745E-3,-2.137040377E-2
6.022396417E0,1.299342224E-2,-7.732001664E-3,-1.418476045E-2
6.032382417E0,-1.081766873E-3,-3.418236589E-3,-1.463382661E-2
6.042368417E0,-1.938790530E-3,7.881589886E-3,-1.223880708E-2
6.052354417E0,-3.054813864E-3,-8.511536010E-4,-7.000286579E-3
6.062340417E0,-1.382377254E-2,5.249420078E-3,-1.298725069E-2
6.072326417E0,-1.498988550E-3,1.474987557E-3,-1.119040132E-2
6.082312417E0,6.829657517E-3,-5.309746899E-3,-1.493144989E-2
6.092298417E0,5.727503048E-3,-2.007972227E-2,-1.478000700E-2
6.102284417E0,7.700783014E-4,4.618615145E-3,-2.301288664E-2
6.112270417E0,-4.598465092E-3,5.674777608E-3,-1.298374236E-2
6.122256417E0,1.527379523E-3,4.042152772E-3,-1.158918142E-3
6.132242417E0,9.284748053E-3,-1.707454579E-2,-1.283463836E-2
6.142228417E0,4.336217470E-3,-6.090542050E-3,-2.361281097E-2
6.152214417E0,1.770664807E-3,-5.742468266E-3,-1.208736420E-2
6.162200417E0,-3.797793975E-3,-1.056463047E-2,-8.345146179E-3
6.172187417E0,7.406339161E-3,-8.565613618E-3,-2.166802704E-2
6.182173417E0,-5.070294281E-3,-8.968870500E-3,-9.543825388E-3
6.192159417E0,1.728971419E-3,-6.445879173E-3,7.852810621E-4
6.202145417E0,2.135046842E-3,-3.295280607E-3,-1.463324189E-2
6.212131417E0,-1.658475925E-3,-1.350599008E-2,-2.047110200E-2
6.222117417E0,-5.792082804E-3,-9.156374261E-3,-1.029285371E-2
6.232103417E0,6.890550787E-3,9.695907813E-3,-1.538285494E-2
6.242089417E0,-1.392030185E-3,-5.889571421E-3,-1.523316622E-2
6.252075417E0,-2.431537220E-3,-6.653793370E-3,-2.809002399E-3
6.262061417E0,1.814002725E-3,-5.780822346E-3,-8.795966506E-3
6.272047417E0,6.625918597E-3,-1.446327064E-2,-1.029226899E-2
6.282033417E0,1.528960099E-3,6.796593340E-3,-1.238791108E-2
6.292019417E0,-2.650679899E-3,6.911052587E-3,-1.792639375E-2
6.302005417E0,-1.226599207E-2,-1.731917867E-3,-1.553195894E-2
6.311991417E0,5.335538602E-3,3.593159700E-3,-5.353125930E-3
6.321977417E0,-3.764008032E-4,-4.662642851E-3,-3.154748261E-2
6.331963417E0,3.442776622E-3,-1.169385572E-2,-1.642833710E-2
6.341949417E0,9.016219242E-3,-5.703392420E-3,-2.076872528E-2
6.351935417E0,-7.505166242E-3,-7.128121331E-4,-3.704211116E-3
6.361922417E0,-6.302864500E-3,3.876548661E-3,1.126524568E-2
6.371908417E0,-4.487180701E-3,-1.193032991E-3,-3.468919158E-2
6.381894417E0,2.660834868E-3,2.872006148E-3,4.977734685E-3
6.391880417E0,-1.996719078E-3,-4.110583467E-3,-1.957180023E-2
6.401866417E0,-3.033275097E-3,-6.966071231E-3,-1.552962005E-2
6.411852417E0,-3.511961061E-3,4.564592354E-3,-8.045768738E-3
6.421838417E0,-9.553432181E-3,-1.055946847E-2,-1.403390229E-2
6.431824417E0,6.556875771E-4,-3.828025907E-3,-7.147636414E-3
6.441810417E0,-1.658425676E-3,8.493957818E-3,6.174659729E-3
6.451796417E0,-3.505259603E-3,-6.173609057E-3,-1.208736420E-2
6.461782417E0,6.149763381E-4,-1.024148958E-2,-1.687798798E-2
6.471768417E0,4.958306397E-3,3.245414821E-3,-1.732705414E-2
6.481754417E0,1.262169464E-2,2.732531782E-3,-1.538168550E-2
6.491740417E0,1.267526062E-2,-8.003878919E-3,-2.720709443E-2
6.501726417E0,6.968501480E-3,9.080725908E-4,-2.945300996E-2
6.511712417E0,-8.456252413E-3,-2.762160720E-3,-1.957296968E-2
6.521698417E0,1.568314601E-3,7.980535738E-4,-6.550050974E-3
6.531684417E0,1.415875861E-3,1.968209334E-3,-2.541141450E-2
6.541670417E0,9.318771539E-3,-1.881040139E-3,-1.643126070E-2
6.551657417E0,1.114014267E-2,3.924395330E-4,-7.000871301E-3
6.561643417E0,1.033725144E-2,3.207636327E-3,-2.795729220E-2
6.571629417E0,1.104713996E-2,-1.158762826E-3,-3.334608614E-2
6.581615417E0,-5.121439146E-3,-1.373623333E-2,-4.605851769E-3
6.591601417E0,-2.572678956E-3,2.589667859E-3,-5.653672814E-3
6.601587417E0,5.315484479E-3,-9.382816823E-3,-2.197032809E-2
6.611573417E0,1.974796588E-3,-3.692681137E-3,-1.388713717E-2
6.621559417E0,3.164627315E-3,-1.222500217E-2,-2.960445285E-2
6.631545417E0,1.141389286E-2,-1.440763073E-3,-1.493495822E-2
6.641531417E0,-3.697628430E-3,6.221839450E-3,-2.451562107E-2
6.651517417E0,-1.075684855E-2,-3.340130579E-3,-1.613305271E-2
6.661503417E0,1.061200205E-2,-2.597634690E-3,-1.343924046E-2
6.671489417E0,1.120330630E-2,-1.357569985E-2,-1.104363620E-2
6.681475417E0,3.223122312E-3,-9.821248362E-3,1.529631615E-3
6.691461417E0,-1.632459927E-2,-9.200255787E-3,-2.122246921E-2
6.701447417E0,-1.163328679E-2,-8.817034755E-3,-3.439566135E-2
6.711433417E0,-2.442126162E-4,-1.906265393E-3,-1.014608860E-2
6.721419417E0,5.913138441E-3,-3.722035987E-3,-2.137215793E-2
6.731405417E0,2.253599139E-4,-1.244080097E-2,-2.646157444E-2
6.741392417E0,-6.846596170E-3,-4.288402777E-3,-1.089453220E-2
6.751378417E0,-1.831982913E-3,4.511090331E-3,-1.763110936E-2
6.761364417E0,2.353956546E-3,5.828120839E-3,-3.514468968E-2
6.771350417E0,5.072733667E-3,-1.496283299E-2,-2.227145970E-2
6.781336417E0,-1.566341165E-3,-5.105203986E-3,-1.733056247E-2
6.791322417E0,2.675000662E-3,4.315025881E-3,-9.695852995E-3
6.801308417E0,-1.254666299E-3,-4.388134349E-3,-2.017289400E-2
6.811294417E0,5.309162177E-3,4.748304561E-3,-2.316725314E-2
6.821280667E0,-7.839033119E-3,1.339478334E-2,-1.613246799E-2
6.831266667E0,1.314045687E-2,-6.955226474E-3,-1.942561984E-2
6.841252667E0,5.860901792E-3,4.200383909E-3,-2.541199923E-2
6.851238667E0,-2.052400103E-3,-4.139563730E-3,-2.032258272E-2
6.861224667E0,-3.638653778E-3,4.686269257E-3,-1.598160982E-2
6.871210667E0,5.367474449E-3,3.795263227E-3,-1.822635591E-2
6.881196667E0,7.943296283E-3,-8.444695026E-3,-2.256732881E-2
6.891182667E0,-4.211356575E-3,2.221558224E-3,-1.673005342E-2
6.901168667E0,2.307786383E-3,8.742848206E-3,6.338381767E-4
6.911154667E0,-1.543351558E-2,-7.364696022E-3,-7.600210905E-3
6.921140667E0,-2.029166557E-5,-2.683561351E-3,-1.059340060E-2
6.931126667E0,-3.147496800E-3,-1.074334513E-3,-5.503399372E-3
6.941113667E0,-5.554795484E-3,-8.263029344E-3,-1.927476168E-2
6.951099667E0,2.245111540E-3,-6.235434227E-3,-1.538343966E-2
6.961085667E0,-8.231020407E-3,2.613796759E-3,-1.912565768E-2
6.971071667E0,6.216462753E-3,-9.050493976E-3,-2.107102633E-2
6.981057667E0,-5.150346318E-4,-1.442144478E-2,-8.497758508E-3
6.991043667E0,-1.081457610E-2,3.197111338E-3,-1.568340182E-2
7.001029667E0,1.681698508E-2,-2.750658151E-3,-1.193942964E-2
7.011015667E0,9.489830006E-3,-6.499901963E-3,-2.122013032E-2
7.021001667E0,1.208395637E-2,-5.165147083E-3,-9.992891550E-3
7.030987667E0,5.506121982E-3,5.065369830E-3,-9.993476272E-3
7.040973667E0,-6.427908121E-3,-2.018422298E-3,-1.133950531E-2
7.050959667E0,9.722275101E-4,-4.023039686E-3,-1.118923187E-2
7.060945667E0,6.292289263E-3,-1.411230979E-2,-1.687740326E-2
7.070931667E0,1.332548470E-3,-3.873369237E-3,-1.118864715E-2
7.080917667E0,-4.420211809E-3,-3.991702264E-3,-2.166744232E-2
7.090903667E0,-8.351468481E-5,-5.038107187E-3,-1.642833710E-2
7.100889667E0,6.151403342E-3,8.145445492E-3,-5.801022649E-3
7.110875667E0,1.215570353E-2,2.198105408E-3,-1.553078949E-2
7.120861667E0,1.292609246E-2,-8.916473966E-3,-1.478176117E-2
7.130847667E0,9.704230959E-4,-9.511967199E-3,-2.106868744E-2
7.140834667E0,1.840867940E-3,5.670547513E-3,-1.957296968E-2
7.150820667E0,1.254373938E-2,3.406185843E-4,-2.795612276E-2
7.160806667E0,-1.739149229E-3,-4.739140878E-3,-1.957413912E-2
7.170792667E0,2.756468821E-3,1.396333370E-3,-2.062196016E-2
7.180778667E0,-2.787509314E-3,-2.227926208E-3,-2.601075411E-2
7.190764667E0,1.337902784E-2,-2.241055034E-3,7.818896770E-3
7.200750667E0,3.285591588E-3,-8.107740087E-3,-2.659313679E-3
7.210736667E0,-5.447343760E-3,-7.132689469E-3,-1.658036470E-2
7.220722667E0,1.939599090E-3,-7.589695053E-3,-9.844956994E-3
7.230708667E0,-1.005116271E-2,2.773727244E-3,-1.328838229E-2
7.240694667E0,-5.227534133E-3,-6.535844067E-3,1.232008338E-3
7.250680667E0,3.341249772E-3,-6.665862389E-3,-1.223997653E-2
7.260666667E0,8.328632363E-3,-1.624721959E-3,-2.241764009E-2
7.270652667E0,-2.117075790E-3,-3.266885066E-3,-1.313693941E-2
7.280638667E0,-5.097689400E-3,-3.397058705E-3,-2.346546113E-2
7.290624667E0,-1.888312614E-3,4.307113867E-4,-2.840518892E-2
7.300610667E0,-1.117673802E-2,3.699478526E-3,-9.694098830E-3
7.310596667E0,8.740445366E-4,-1.317391391E-2,-3.169834077E-2
7.320582667E0,8.978427043E-3,3.774067070E-3,-1.912448823E-2
7.330568667E0,4.058826473E-3,-8.330729138E-4,-1.792697847E-2
7.340554667E0,6.249458408E-3,-9.579283269E-3,-1.433561862E-2
7.350541667E0,-5.315411389E-3,-1.126621412E-2,-1.463499606E-2
7.360527667E0,1.110975999E-2,4.275895217E-3,-2.301756442E-2
7.370513667E0,6.884543686E-3,-2.659697402E-3,-1.074308932E-2
7.380499667E0,9.599045031E-3,5.696658986E-3,-2.601075411E-2
7.390485667E0,2.531520040E-3,2.123206230E-3,-7.000871301E-3
7.400471667E0,-5.695923516E-3,1.025791660E-2,-6.550635695E-3
7.410457667E0,3.905524355E-3,3.668488283E-4,-1.328662813E-2
7.420443667E0,3.723758175E-3,-9.197606267E-3,-1.538285494E-2
7.430429667E0,-3.032507650E-3,1.922217328E-3,-2.659898400E-3
7.440415667E0,1.048131221E-2,-5.077923071E-3,-1.403565645E-2
7.450401667E0,3.861382445E-3,8.983351495E-3,-1.717970431E-2
7.460387667E0,-3.969003190E-3,3.208476864E-4,-1.463558078E-2
