"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.765546917E0,-1.595321228E-3,4.552844912E-4,3.247187997E-4
3.775532917E0,-5.457694642E-4,4.145316780E-6,3.590736014E-4
3.785518917E0,7.368403603E-4,6.908085197E-6,2.696321462E-4
3.795504917E0,9.205984534E-4,8.244984783E-4,-8.547544712E-4
3.805490917E0,-1.799698686E-3,7.374305278E-5,1.539324876E-3
3.815476958E0,4.916851176E-4,3.126286902E-4,1.058358117E-3
3.825462958E0,-2.150274231E-4,-1.322357915E-3,-1.766943024E-4
3.835448958E0,8.012347971E-4,5.662674084E-5,-7.103917887E-4
3.845434958E0,-3.588676918E-5,-2.039871179E-4,6.313167978E-4
3.855420958E0,1.408345532E-3,-4.394105636E-4,7.170706522E-4
3.865406958E0,-4.292310914E-4,-3.389562480E-4,-6.570765981E-4
3.875392958E0,3.590646083E-4,-6.358558312E-5,-7.437699242E-5
3.885378958E0,9.968830273E-5,1.058843918E-4,7.670393679E-4
3.895364958E0,-2.095283708E-5,1.693128608E-3,-2.990240464E-4
3.905350958E0,-6.146850064E-4,-1.175736310E-3,-2.529658377E-5
3.915337958E0,8.114377270E-4,-4.010228440E-4,4.178534145E-4
3.925323958E0,-5.133484956E-5,2.737534232E-4,-1.211687224E-3
3.935309958E0,-1.005811850E-3,-9.302615654E-4,-7.064855890E-4
3.945295958E0,4.983764375E-4,1.482387539E-3,-1.658565365E-3
3.955281958E0,-5.101626739E-4,-2.231006511E-4,-9.288592264E-4
3.965267958E0,-2.981571015E-4,1.649661455E-3,2.790289000E-4
3.975253958E0,-4.568946315E-5,2.546976320E-4,-1.748701907E-3
3.985239958E0,3.817008110E-5,-2.257525921E-5,2.408977132E-3
3.995225958E0,2.038470469E-3,1.063221134E-4,3.495546407E-4
4.005211958E0,-2.712698188E-4,-7.844490465E-4,-4.580322420E-4
4.015197958E0,1.045397134E-3,9.300941601E-4,7.843324565E-4
4.025183958E0,8.078734973E-4,8.468842134E-4,-1.598472300E-4
4.035169958E0,1.536514377E-3,5.491427146E-4,2.950206981E-4
4.045155958E0,-7.693726220E-4,5.201329477E-4,1.953095780E-4
4.055141958E0,-5.981313298E-4,4.900391214E-4,-1.570366207E-3
4.065127958E0,5.217387225E-4,5.594021641E-4,2.260286128E-4
4.075113958E0,-1.158982283E-3,7.564760745E-4,-8.205936756E-4
4.085100958E0,-1.613924629E-3,4.068622366E-4,4.016509338E-4
4.095086958E0,-1.410192810E-3,-5.545390304E-4,-8.677277947E-5
4.105072958E0,4.591923207E-4,8.666538633E-4,-2.369230642E-4
4.115058958E0,4.480453208E-5,7.707797922E-4,5.742758512E-4
4.125044958E0,1.457856270E-3,5.638673902E-4,7.013750728E-4
4.135030958E0,4.333382822E-4,-3.370796330E-4,1.380481175E-3
4.145016958E0,5.785333924E-4,-4.575958010E-4,-3.458616848E-4
4.155002958E0,-2.290756442E-3,-4.216432571E-4,8.778608171E-4
4.164988958E0,-1.393596176E-5,-7.064198144E-4,2.237361623E-4
4.174974958E0,5.402677925E-4,-2.169306390E-4,-5.278079188E-4
4.184960958E0,-2.123089507E-5,4.549562000E-4,8.092538337E-5
4.194946958E0,-6.582590286E-4,7.881177589E-4,3.589593980E-4
4.204932958E0,-4.266637261E-4,7.016910240E-5,9.567118832E-5
4.214918958E0,-5.302606733E-4,2.315565944E-4,7.004750660E-4
4.224904958E0,2.211568062E-4,2.618469298E-4,-1.286532264E-3
4.234890958E0,9.945040802E-5,4.943409003E-4,7.292143418E-4
4.244876958E0,-8.175523835E-4,1.658094116E-4,-2.904401335E-4
4.254863958E0,-1.352315070E-3,-1.521720551E-4,4.118354700E-4
4.264849958E0,-5.769451382E-4,1.587643754E-3,7.801711326E-4
4.274835958E0,-8.262170013E-4,1.488307957E-3,9.061386809E-4
4.284821958E0,4.026576644E-4,7.240721025E-4,-1.755371923E-3
4.294807958E0,9.211751167E-4,2.731988207E-4,-8.152760565E-4
4.304793958E0,8.917158120E-4,1.338308211E-3,7.369996165E-4
4.314779958E0,-7.866083179E-4,2.047508024E-3,-2.160253236E-3
4.324765958E0,-3.196532489E-4,3.312244080E-4,5.510735209E-4
4.334751958E0,4.888824187E-4,1.087029465E-3,1.723719761E-4
4.344737958E0,-4.229975166E-4,-1.159746433E-3,-3.980373731E-4
4.354723958E0,-6.717367796E-4,1.088760328E-3,1.248861430E-3
4.364709958E0,-3.376968089E-4,-5.134160165E-4,3.731290926E-4
4.374695958E0,6.841581198E-4,4.184241407E-4,1.552110305E-3
4.384681958E0,-2.117265249E-4,2.784351818E-4,-1.970446319E-4
4.394667958E0,3.629836719E-4,-1.790956594E-4,-3.999774926E-4
4.404653958E0,-2.450641477E-5,-1.163105480E-4,3.922345350E-4
4.414640958E0,-4.402258783E-4,-7.449928671E-5,-2.852736507E-4
4.424626958E0,7.302517770E-5,1.119215041E-3,5.510640913E-4
4.434612958E0,7.457397296E-4,-7.279536221E-4,-1.187209273E-4
4.444598958E0,-1.699264627E-3,-4.195719957E-4,2.996623807E-4
4.454584958E0,1.368696918E-3,-5.082553253E-4,1.042684307E-3
4.464570958E0,5.752604920E-6,-3.390884958E-4,-8.621299639E-5
4.474556958E0,-7.979893708E-4,-3.470783122E-4,-1.321120770E-3
4.484542958E0,-2.450235188E-3,-4.857918248E-5,2.574890386E-4
4.494528958E0,-4.121180973E-4,5.311910063E-4,4.915809259E-4
4.504514958E0,2.393772593E-4,-1.210346119E-3,5.351403961E-4
4.514500958E0,5.448417505E-4,2.282932401E-4,3.111685801E-4
4.524486958E0,4.654390505E-4,-6.439925637E-4,-9.245268884E-4
4.534472958E0,7.021940546E-4,-5.585053004E-4,-5.736306775E-6
4.544458958E0,-1.026867540E-3,4.485012032E-4,8.609379292E-4
4.554444958E0,8.650420932E-4,9.944490157E-4,-2.153760521E-3
4.564430958E0,-2.385792322E-4,-6.706309505E-4,8.927509189E-4
4.574416958E0,7.763514877E-4,1.050836407E-3,-8.590765065E-4
4.584403958E0,2.909010742E-3,-7.144073024E-4,-4.909542040E-4
4.594389958E0,-9.547032532E-4,1.578840427E-3,-1.795903081E-3
4.604375958E0,1.087148208E-3,-1.206521410E-3,3.676157212E-5
4.614361958E0,2.311669523E-3,1.279884018E-4,-1.102006063E-3
4.624347958E0,-4.918663763E-4,8.642980829E-4,9.777076775E-4
4.634333958E0,-6.236928748E-4,-9.823376313E-4,9.380458505E-5
4.644319958E0,-8.615322295E-4,-4.673614167E-4,-2.316432074E-6
4.654305958E0,-3.491400275E-4,1.875101589E-4,1.950238075E-4
4.664291958E0,-1.112769009E-3,-4.117810167E-4,-1.718297601E-3
4.674277958E0,-9.058414144E-4,-8.032659534E-4,-4.761992022E-4
4.684263958E0,-4.904635716E-5,-1.166947186E-5,-1.119572553E-3
4.694249958E0,-3.324066638E-4,1.206726767E-3,1.363825169E-3
4.704235958E0,8.011526079E-4,5.822880194E-4,-6.559476024E-4
4.714221958E0,8.858411456E-4,3.961329348E-4,1.299511932E-4
4.724207958E0,-1.331005245E-3,-6.683513056E-4,-2.891808981E-4
4.734193958E0,6.216244074E-4,5.135596730E-4,-4.425789812E-4
4.744179958E0,1.189943752E-3,-3.081532195E-4,-1.024917583E-5
4.754166958E0,1.449193805E-4,-8.770043496E-4,-5.495392834E-4
4.764152958E0,1.273491653E-3,1.295650844E-3,-1.060544746E-4
4.774138958E0,-6.005748291E-4,9.209439158E-4,1.040702686E-3
4.784124958E0,5.461184774E-4,6.757504307E-4,-5.610939115E-4
4.794110958E0,-1.211035182E-3,6.129001267E-4,-4.108916328E-4
4.804096958E0,8.715639124E-4,8.062785491E-5,3.080571187E-4
4.814082958E0,1.871315762E-4,2.329605632E-4,-7.753168466E-4
4.824069167E0,-6.213263841E-4,3.729197197E-4,-7.007784443E-4
4.834055167E0,6.782962009E-4,3.510820679E-4,-1.523162588E-3
4.844041167E0,1.151250326E-4,1.118362416E-3,-7.224616129E-4
4.854027167E0,-1.112592174E-3,-4.606256261E-4,9.382856078E-4
4.864013167E0,1.044676523E-3,7.993308827E-4,-5.310456618E-4
4.873999167E0,-2.743871883E-4,-3.106747754E-4,-9.065513732E-4
4.883985167E0,1.184637775E-3,6.622625515E-4,-6.792786298E-4
4.893971167E0,1.827565720E-4,-1.574587077E-4,-5.796318874E-5
4.903957167E0,9.799506515E-4,9.831041098E-5,1.095543383E-3
4.913943167E0,-9.817337850E-4,-2.978788689E-5,-2.321026055E-3
4.923929167E0,-8.332609432E-4,-1.510805450E-4,-2.026046568E-4
4.933916167E0,9.911169764E-5,-6.905524060E-5,8.948839968E-4
4.943902167E0,8.866126882E-5,-8.263587952E-4,2.175117144E-3
4.953888167E0,3.826743341E-4,-4.226234742E-4,8.155733231E-4
4.963874167E0,4.471711582E-4,-5.005719140E-5,8.186163614E-4
4.973860167E0,6.666156696E-4,-1.340624876E-3,-1.303390367E-3
4.983846167E0,4.245484015E-4,-2.655936405E-4,1.478901831E-3
4.993832167E0,-7.807982620E-4,1.487941481E-4,-6.625460228E-4
5.003818167E0,3.573689028E-4,3.176508471E-5,-9.314955096E-4
5.013804167E0,-2.130802604E-4,3.372295760E-4,2.204110380E-3
5.023790167E0,1.173159573E-3,1.992918551E-4,-1.599972020E-4
5.033776167E0,5.345336394E-4,7.763989270E-4,-3.370974155E-4
5.043762167E0,-1.268697786E-3,4.202174023E-4,-1.154744998E-3
5.053748167E0,5.353275337E-4,7.097027265E-4,-3.898852156E-4
5.063734167E0,2.618271974E-4,-5.292100832E-4,2.296376042E-4
5.073720167E0,8.860721136E-4,-8.109726477E-4,-6.878213608E-4
5.083706167E0,6.015462568E-4,8.389940485E-4,-2.857636428E-4
5.093692167E0,8.082075510E-4,-3.794021904E-4,9.962820914E-4
5.103679167E0,8.456117357E-4,-8.293737192E-4,-9.581188788E-4
5.113665167E0,-8.289840189E-4,-1.018990763E-3,5.708018434E-4
5.123651167E0,8.946425514E-4,-1.071130857E-3,-8.796103066E-5
5.133637167E0,-3.386673052E-4,-8.975621313E-5,-1.910253632E-4
5.143623167E0,9.457402630E-4,-1.483350061E-4,-5.329196574E-4
5.153609167E0,-4.042830551E-5,-5.328953266E-4,1.262583537E-3
5.163595167E0,7.252197247E-4,-1.961765811E-4,-1.623206190E-4
5.173581167E0,-9.070317028E-4,-8.459016681E-5,1.829191227E-3
5.183567167E0,-2.466203296E-4,-3.811884671E-4,-8.647260256E-4
5.193553167E0,1.761669526E-3,4.331953824E-5,-6.612605648E-4
5.203539167E0,-1.067909063E-3,2.838023938E-4,1.092927123E-4
5.213525167E0,-1.724111964E-3,-1.244851854E-3,-2.808603458E-4
5.223511167E0,7.306868210E-4,-1.595830545E-4,-1.694016741E-3
5.233497167E0,1.684935996E-4,8.934307843E-4,-3.919972805E-4
5.243483167E0,8.872934850E-4,-5.929851905E-4,7.679825067E-4
5.253469167E0,5.472078919E-4,5.322000943E-4,-2.485460718E-4
5.263455167E0,-4.088622518E-6,1.389459707E-3,1.066821860E-3
5.273441167E0,-5.550966598E-4,-6.766207516E-4,-1.368905301E-3
5.283427167E0,-4.938421771E-4,3.947648220E-4,2.299693588E-4
5.293414167E0,-5.060926778E-4,-5.064490251E-4,-1.139694359E-3
5.303400167E0,-9.367767489E-4,-8.057898376E-4,-8.193053072E-4
5.313386167E0,7.982726675E-4,1.111365855E-4,-1.234212832E-4
5.323372167E0,1.691232901E-4,-1.549214590E-3,8.578599081E-4
5.333358167E0,5.912343040E-4,1.062066294E-4,7.079239585E-4
5.343344167E0,-1.479650964E-4,-1.995163038E-4,8.862785180E-4
5.353330167E0,-6.835267995E-4,2.372418530E-4,-7.691424107E-4
5.363316167E0,1.492978190E-4,-7.432773709E-4,-9.661596268E-4
5.373302167E0,-2.640247694E-4,-5.760309286E-4,8.122993167E-4
5.383288167E0,-2.377081546E-4,4.665385932E-4,3.004865721E-4
5.393274167E0,3.077071742E-4,8.609527722E-4,-7.426736411E-4
5.403260167E0,-1.170743140E-3,9.267358109E-5,-1.097073546E-3
5.413246167E0,-1.041471260E-4,-4.285071045E-4,1.084055519E-3
5.423232167E0,6.410063943E-4,1.045772806E-3,7.769617951E-4
5.433218167E0,1.779241371E-3,1.111818943E-3,1.716188854E-5
5.443204167E0,5.930665066E-4,-5.279169418E-4,8.475525538E-4
5.453190167E0,-2.824893454E-5,3.666388802E-4,-9.444885072E-4
5.463177167E0,-1.390468096E-4,-6.574303843E-4,-9.601514321E-4
5.473163167E0,-1.618432812E-3,1.114238985E-4,6.383398431E-5
5.483149167E0,-6.529688835E-5,-5.846843123E-4,2.217156347E-3
5.493135167E0,-4.858100147E-4,3.681946546E-4,8.147355984E-4
5.503121167E0,-2.430990571E-4,-1.268014312E-4,8.655178244E-4
5.513107167E0,-7.256638492E-4,4.505715333E-4,1.093484461E-3
5.523093167E0,5.913407076E-4,4.548956640E-4,3.759032697E-4
5.533079167E0,-1.551433234E-4,2.158340067E-6,6.414204836E-4
5.543065167E0,7.251622155E-4,-5.357973278E-4,7.715169340E-5
5.553051167E0,5.736283492E-4,-1.205582405E-3,1.132562407E-3
5.563037167E0,-9.374288493E-4,-3.405022435E-4,9.743861738E-4
5.573023167E0,-1.231175498E-3,-7.836523000E-4,-1.172435586E-4
5.583009167E0,8.547578473E-4,3.096344881E-4,-2.483073622E-4
5.592995167E0,1.109355944E-3,3.298744559E-4,4.971114104E-4
5.602981167E0,2.549523488E-4,-9.296080098E-4,6.717967335E-4
5.612967167E0,-1.746155322E-4,-1.154378988E-3,-6.912091048E-4
5.622953167E0,2.033128403E-3,-7.991108578E-4,-3.591043351E-4
5.632940167E0,1.429656055E-3,-5.022995174E-5,-4.650981573E-4
5.642926167E0,-3.431788646E-4,2.701585181E-4,2.983470040E-4
5.652912167E0,7.282107836E-4,4.706946202E-4,-1.302212826E-3
5.662898167E0,1.309314743E-3,-3.855857067E-4,-1.084996911E-4
5.672884167E0,-4.236040986E-4,-2.407100983E-4,-6.935122656E-5
5.682870167E0,2.757147886E-4,-3.818618134E-4,-7.675090455E-4
5.692856167E0,-5.890135653E-4,-5.509727634E-4,-4.697676341E-4
5.702842167E0,-1.216771780E-4,3.033643588E-4,1.234048628E-3
5.712828167E0,-3.341974225E-4,-3.989115357E-4,7.104623364E-5
5.722814167E0,6.224749377E-4,4.062289372E-5,-6.821847637E-4
5.732800167E0,-5.836706841E-4,-2.938704565E-4,1.223562285E-4
5.742786167E0,1.594998175E-4,1.284489408E-4,3.142524511E-4
5.752772167E0,3.267463762E-4,-7.261987776E-5,3.203777596E-4
5.762758167E0,-2.789149876E-4,6.023477763E-4,-1.279793330E-3
5.772744167E0,-4.898373736E-4,-8.967453614E-4,-8.001580136E-4
5.782730167E0,1.462065498E-3,-7.853889838E-4,-8.278820897E-4
5.792716167E0,-2.138616983E-4,-9.509781376E-5,4.515005276E-4
5.802702167E0,6.251823506E-4,-5.132881925E-4,8.572000661E-5
5.812689167E0,-4.065262037E-4,2.321307547E-4,-6.394587690E-4
5.822675417E0,-8.183503523E-4,-1.024524914E-3,-1.994256629E-3
5.832661417E0,-7.852423005E-5,-1.305015758E-4,8.851530729E-4
5.842647417E0,5.330747808E-4,6.987899542E-5,-1.277978066E-3
5.852633417E0,-3.369799233E-4,-6.220103242E-4,5.759717897E-5
5.862619417E0,6.049185758E-4,-1.442325301E-4,1.593815396E-4
5.872605417E0,-1.455601887E-4,2.259467728E-4,-1.311693341E-4
5.882591417E0,3.992350539E-4,-3.996463493E-4,6.056496059E-4
5.892577417E0,4.666129826E-4,-2.712821588E-4,-2.433661866E-4
5.902563417E0,1.026861137E-3,-5.224766210E-5,9.266629349E-4
5.912549417E0,7.514902973E-4,7.842513733E-4,-5.303524667E-4
5.922535417E0,-4.546329437E-4,-1.505794935E-4,1.360471360E-3
5.932521417E0,9.728214354E-4,-2.248818055E-4,3.215722390E-4
5.942507417E0,-8.100172272E-4,2.339994535E-4,1.038677874E-4
5.952493417E0,6.986635854E-4,-3.947727382E-4,-6.431489019E-4
5.962479417E0,-1.170591218E-3,5.541061983E-4,-1.015288290E-4
5.972465417E0,-2.541975700E-4,1.253984869E-3,-1.474920893E-3
5.982451417E0,4.868580727E-4,-9.411000647E-4,5.600700388E-5
5.992438417E0,-1.356049441E-3,-5.157934502E-4,-1.313390443E-3
6.002424417E0,-1.046296093E-4,-1.944320742E-3,1.081349910E-4
6.012410417E0,-2.276676241E-4,-7.531419396E-5,1.327063888E-3
6.022396417E0,4.570438177E-4,-4.554828629E-4,-4.303929745E-5
6.032382417E0,-7.905048551E-5,5.783559754E-4,-4.481061187E-4
6.042368417E0,2.450410975E-4,6.396207027E-4,-7.295290707E-4
6.052354417E0,1.723894500E-3,-7.585389540E-4,1.120568952E-3
6.062340417E0,-1.043070806E-4,8.413102478E-6,7.584789419E-4
6.072326417E0,5.987674813E-4,9.711459279E-4,-3.485970665E-4
6.082312417E0,1.907173079E-3,5.490905605E-4,-2.750404237E-4
6.092298417E0,-1.567766885E-4,-1.806155778E-4,1.124450704E-3
6.102284417E0,7.714813109E-4,2.403012477E-4,-8.361699875E-4
6.112270417E0,1.381816110E-4,1.356964931E-3,2.679766039E-4
6.122256417E0,-2.377892961E-4,-5.448297597E-4,5.568831111E-4
6.132242417E0,-5.118285771E-4,-9.240636136E-4,-1.674967352E-4
6.142228417E0,-1.461690525E-3,8.277078159E-4,1.005313243E-4
6.152214417E0,3.231599112E-4,-3.025378101E-4,-6.065379130E-4
6.162200417E0,6.090753595E-4,-1.309573883E-3,6.302165566E-4
6.172187417E0,-1.296150032E-3,-9.934566915E-4,7.255066885E-5
6.182173417E0,4.651636118E-5,-5.023735575E-4,6.368884933E-4
6.192159417E0,-3.364462173E-4,2.481052652E-4,-2.112559043E-3
6.202145417E0,-4.121205420E-4,-1.173039433E-3,1.162028871E-3
6.212131417E0,3.444835311E-4,-3.221593797E-4,-9.128399543E-4
6.222117417E0,1.795600983E-4,-9.195096791E-4,5.163583555E-4
6.232103417E0,1.050680177E-3,-1.370382961E-3,-7.166852010E-4
6.242089417E0,1.466724556E-3,1.206046902E-3,1.718939049E-3
6.252075417E0,4.986654385E-4,1.415637322E-3,-1.775927260E-3
6.262061417E0,8.608598728E-4,3.918902948E-4,6.364313303E-4
6.272047417E0,-1.796371071E-4,2.273069695E-4,4.814353888E-4
6.282033417E0,7.837649900E-4,5.429149605E-4,-1.121459063E-4
6.292019417E0,-4.878944310E-4,-1.100521535E-3,8.607067866E-4
6.302005417E0,3.640642972E-4,-6.786498707E-4,8.666695794E-5
6.311991417E0,4.594055354E-4,6.944760680E-4,-1.436964667E-4
6.321977417E0,2.785911784E-4,1.922557596E-3,4.332741082E-4
6.331963417E0,-3.073042608E-4,4.210672341E-4,-5.008961307E-5
6.341949417E0,8.553677471E-4,1.077600755E-4,-4.606079892E-4
6.351935417E0,2.755975584E-4,2.771369182E-4,1.183632412E-4
6.361922417E0,-5.947028403E-4,9.901681915E-5,1.691730227E-3
6.371908417E0,1.115674386E-4,-9.033971000E-4,2.206001082E-4
6.381894417E0,1.382230548E-4,-6.200706121E-4,5.097856047E-4
6.391880417E0,-6.308978773E-4,1.107007265E-4,1.867441752E-4
6.401866417E0,4.975152551E-4,6.072176620E-4,-1.827008673E-4
6.411852417E0,-2.303266665E-4,-1.756604295E-3,4.876167804E-4
6.421838417E0,1.165441005E-3,9.794952348E-5,-7.363871555E-4
6.431824417E0,-1.055901637E-3,2.838382497E-4,-1.820027363E-3
6.441810417E0,-1.856679446E-4,-5.614291877E-4,3.416656400E-4
6.451796417E0,3.235284821E-4,-3.838445991E-5,3.901351593E-4
6.461782417E0,-3.714321647E-4,9.161718190E-4,-1.126117306E-3
6.471768417E0,-8.113863878E-4,4.344061017E-4,7.404923090E-4
6.481754417E0,-7.179739187E-4,-2.923514694E-4,1.237340621E-5
6.491740417E0,-2.497902024E-4,3.606555983E-4,-6.116052391E-4
6.501726417E0,1.065051300E-3,6.101001054E-5,8.846343262E-4
6.511712417E0,2.293513389E-4,1.683356240E-4,-7.297739503E-4
6.521698417E0,3.559066681E-5,-1.208121423E-3,4.410179972E-4
6.531684417E0,9.538485319E-4,-2.025445458E-3,6.636583712E-4
6.541670417E0,-7.455874002E-4,1.317260321E-3,-4.169729364E-4
6.551657417E0,4.890540149E-4,-5.584042519E-4,7.923684898E-4
6.561643417E0,5.194838159E-4,1.219660044E-4,2.835261985E-4
6.571629417E0,5.327996332E-4,-9.161932394E-5,7.421225891E-4
6.581615417E0,2.108960762E-4,-2.137576230E-4,-6.568173412E-4
6.591601417E0,-4.178762319E-4,-1.786039211E-4,1.847415697E-4
6.601587417E0,-2.824157709E-4,-4.793615080E-4,-2.385137486E-5
6.611573417E0,3.876355477E-4,-1.432704739E-4,-1.427337294E-3
6.621559417E0,-2.323757508E-4,-3.560883924E-4,4.406736116E-4
6.631545417E0,-1.059287228E-3,6.923982874E-4,-4.450937267E-4
6.641531417E0,-6.702509709E-4,8.507161401E-4,7.632683264E-4
6.651517417E0,8.509465843E-4,-9.949970990E-5,1.529459725E-3
6.661503417E0,-2.660084865E-4,-8.372494485E-4,7.252369542E-4
6.671489417E0,-1.879779156E-4,-4.036868922E-4,1.758268336E-4
6.681475417E0,-7.900387864E-4,3.094575368E-4,9.062839090E-4
6.691461417E0,3.479298903E-4,9.629973210E-4,-6.695084739E-4
6.701447417E0,-7.345340564E-4,1.332737505E-3,2.119361307E-4
6.711433417E0,-1.106311334E-3,7.737400010E-4,3.877047566E-4
6.721419417E0,-7.956178160E-5,4.799277522E-4,-9.392075008E-4
6.731405417E0,-7.930226857E-4,-3.472501412E-4,-1.583686389E-4
6.741392417E0,-1.620036783E-4,-5.314368755E-4,4.812861443E-4
6.751378417E0,4.649044713E-4,-4.422208294E-4,-4.774518311E-4
6.761364417E0,-1.357371220E-4,-8.453745395E-4,-3.728622105E-4
6.771350417E0,-1.034553978E-3,1.669069752E-5,5.571136135E-4
6.781336417E0,8.975391975E-4,1.727523748E-3,8.999609854E-4
6.791322417E0,1.107662683E-3,1.646563411E-3,2.144633618E-4
6.801308417E0,-5.404176190E-4,5.261152983E-4,-2.807024284E-4
6.811294417E0,-4.525333061E-4,-6.398167461E-4,-5.832850002E-5
6.821280667E0,-5.627785577E-4,-1.314557157E-4,1.192291500E-3
6.831266667E0,2.114023664E-4,-1.338524744E-4,4.327579809E-4
6.841252667E0,5.539763952E-4,1.818182413E-3,2.788039274E-5
6.851238667E0,5.683574127E-4,-8.784187958E-5,4.225608427E-4
6.861224667E0,5.502753775E-4,8.531161584E-4,1.217209501E-3
6.871210667E0,3.524025087E-4,-7.591613103E-4,-1.418016036E-4
6.881196667E0,-9.621422505E-4,-7.381970063E-4,-5.195048871E-4
6.891182667E0,-3.349678009E-4,1.176882070E-3,3.681267553E-4
6.901168667E0,-3.319412353E-4,2.386583947E-4,-5.248541711E-4
6.911154667E0,7.303936873E-4,1.071428880E-3,-8.566840552E-4
6.921140667E0,5.013754708E-4,1.853052527E-4,-6.437919801E-4
6.931126667E0,-5.910531618E-4,-6.183609366E-5,2.403774997E-4
6.941113667E0,-1.133930287E-3,1.259583980E-3,3.917223075E-4
6.951099667E0,1.228154288E-4,8.872738108E-4,-1.238656987E-4
6.961085667E0,4.108762951E-4,-2.233032137E-4,7.156540523E-4
6.971071667E0,-5.907386076E-4,-1.477729529E-5,-5.852690083E-5
6.981057667E0,-1.152632176E-3,-1.061713556E-3,1.036628615E-3
6.991043667E0,7.801456377E-5,5.138125271E-4,-6.289122393E-4
7.001029667E0,1.307447441E-3,2.976506948E-6,-4.771988024E-4
7.011015667E0,-7.420056500E-5,1.186219044E-3,-1.066290075E-3
7.021001667E0,-2.531218342E-6,-4.432140850E-4,1.869979082E-3
7.030987667E0,1.423447393E-4,5.882279947E-4,1.794043928E-4
7.040973667E0,6.125508226E-4,3.765015863E-4,-7.129929145E-4
7.050959667E0,1.168086194E-3,-1.187839080E-3,-1.073052292E-3
7.060945667E0,1.358147827E-3,-7.000984624E-5,2.221719595E-3
7.070931667E0,-1.229113201E-3,3.015007824E-4,-1.136792707E-3
7.080917667E0,-1.600729884E-4,-1.448057592E-4,4.002211208E-4
7.090903667E0,-3.840448335E-4,3.417539410E-4,3.743884445E-4
7.100889667E0,3.224975662E-4,1.042662188E-4,-5.102308933E-6
7.110875667E0,2.631089883E-4,1.727095805E-4,4.345855850E-4
7.120861667E0,3.826485481E-4,1.053229906E-3,-3.779039253E-4
7.130847667E0,-9.778566891E-5,2.308455296E-4,1.277517062E-3
7.140834667E0,-1.437331783E-3,-1.537705539E-3,-1.180937514E-3
7.150820667E0,-2.069514012E-4,-1.316130627E-3,-4.882778740E-5
7.160806667E0,-2.507788595E-4,3.804205917E-4,2.226982499E-3
7.170792667E0,1.046446851E-3,-8.776318282E-5,1.279962366E-3
7.180778667E0,-4.153231857E-4,1.840284094E-4,1.174379373E-3
7.190764667E0,4.102566745E-4,3.472799435E-4,7.472084253E-4
7.200750667E0,-3.095677239E-4,7.454049774E-4,-4.837005108E-4
7.210736667E0,8.752726135E-4,-1.705768518E-3,-1.200090861E-3
7.220722667E0,-4.007225507E-4,-5.915737711E-4,-6.375033408E-4
7.230708667E0,-7.160408422E-4,-1.454940066E-4,-6.034149555E-4
7.240694667E0,-1.064286917E-4,3.303037956E-4,-4.030555137E-4
7.250680667E0,2.799959620E-4,8.464241400E-4,5.490245530E-4
7.260666667E0,-1.687236363E-4,8.536274545E-4,-1.672486891E-3
7.270652667E0,-1.711204532E-4,-1.972559839E-4,-1.195976947E-4
7.280638667E0,-5.866420106E-4,1.409883611E-3,-2.538421249E-4
7.290624667E0,-1.210620627E-3,-3.968048841E-4,7.272664225E-4
7.300610667E0,3.063529148E-4,1.364838332E-3,6.420058198E-4
7.310596667E0,-9.104453493E-4,2.697464079E-4,-8.227652870E-8
7.320582667E0,2.470968757E-4,-7.370526437E-4,-1.982912654E-3
7.330568667E0,-5.650345702E-5,1.026419923E-4,-6.756729272E-5
7.340554667E0,-2.209281083E-4,-6.828471087E-4,-2.058497048E-4
7.350541667E0,1.692249789E-4,-7.941671647E-4,-1.617857721E-3
7.360527667E0,5.946084857E-4,-5.617765710E-4,1.520382124E-3
7.370513667E0,1.039888943E-3,-1.849392429E-4,4.540524096E-4
7.380499667E0,-5.587824271E-4,9.161117487E-4,2.415975905E-4
7.390485667E0,1.814094139E-3,-1.466274261E-5,-8.215362905E-4
7.400471667E0,3.272405011E-4,5.993559025E-4,1.541004051E-3
7.410457667E0,-9.601316415E-4,-6.901465822E-4,3.047647187E-4
7.420443667E0,4.648558679E-4,-3.888211213E-4,1.799216261E-3
7.430429667E0,-8.363646921E-4,-4.016044550E-4,1.513459021E-3
7.440415667E0,2.645340282E-4,2.369284630E-6,1.565582352E-3
7.450401667E0,-2.665002830E-4,-4.343735054E-5,-7.825267385E-4
7.460387667E0,-7.753435057E-6,-4.718606360E-4,-1.072830288E-3
7.470373667E0,-2.277305466E-4,2.591768280E-4,6.542296614E-4
7.480359667E0,-1.264472026E-3,4.418878816E-4,1.242335187E-3
7.490345667E0,2.471382613E-4,-2.073911019E-4,7.909293636E-4
7.500331667E0,1.711858669E-3,-1.769789495E-3,1.544263097E-3
7.510317667E0,5.139688146E-4,-8.272966370E-4,5.556976539E-4
7.520303667E0,9.296638891E-4,1.169317402E-3,-7.637183880E-4
7.530289667E0,4.079506034E-4,5.072555505E-4,-4.020610941E-4
7.540275667E0,-9.808298200E-4,1.385506708E-3,5.536201643E-4
7.550261667E0,-7.539284998E-4,9.841681458E-4,1.607433078E-3
7.560248667E0,4.440101329E-4,-1.259334385E-5,1.539754739E-4
7.570234667E0,-5.531415809E-6,-1.132186269E-3,-8.143498562E-4
