"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.580220667E0,8.572265506E-5,-5.760667846E-4,9.344732389E-4
7.590206667E0,7.171581965E-4,1.413887367E-4,-1.283673570E-3
7.600192667E0,3.358884132E-4,4.170318134E-4,-9.333592607E-4
7.610178667E0,1.013130415E-3,1.540619414E-3,-5.083187716E-4
7.620164667E0,-1.241094782E-3,-8.551303763E-4,3.374725347E-4
7.630150667E0,1.076121698E-3,1.893611625E-4,-2.390936017E-3
7.640136667E0,1.166565926E-4,-1.803357154E-4,7.269013440E-4
7.650122667E0,5.864381674E-4,5.927802995E-4,-8.717942983E-4
7.660108667E0,7.500953507E-5,-2.317642793E-4,6.745764404E-5
7.670094667E0,8.859159425E-5,-2.442812547E-4,1.185718924E-3
7.680080667E0,4.083244130E-4,-1.778891310E-4,-1.134036109E-3
7.690066667E0,3.790250048E-6,-8.785668761E-4,9.421369759E-5
7.700052667E0,-8.154600509E-4,1.918622293E-4,1.191133168E-3
7.710038667E0,-1.175785786E-3,6.962651387E-4,-7.598986849E-4
7.720024667E0,3.304438433E-4,-4.309257492E-4,1.295073540E-3
7.730010667E0,6.439408753E-5,1.507323235E-3,7.166350260E-4
7.739996667E0,-1.677087857E-4,5.506561138E-4,7.176285144E-4
7.749982667E0,1.092599705E-4,2.547791228E-4,-7.316637202E-4
7.759968667E0,5.433398765E-4,-1.093325205E-3,-4.706469190E-4
7.769955667E0,7.350874366E-4,-5.170172080E-4,6.409565103E-4
7.779941667E0,1.048704842E-3,-4.196777008E-4,1.958887442E-4
7.789927667E0,1.161090098E-3,7.025781088E-4,6.960303872E-4
7.799913667E0,7.556711207E-4,7.976246998E-4,6.897142739E-4
7.809899667E0,-3.087944351E-4,7.811128162E-4,5.690730759E-4
7.819885542E0,8.424576372E-4,-7.867657114E-4,-1.013895380E-3
7.829871542E0,-7.053715526E-4,3.093914129E-4,3.616272879E-4
7.839857542E0,1.287293620E-3,6.929934025E-4,-2.929843031E-4
7.849843542E0,-9.937039576E-4,7.395986468E-4,7.690843195E-4
7.859829542E0,-4.637832753E-4,-9.926357307E-4,5.524186417E-4
7.869815542E0,-8.307668613E-4,-9.436334949E-4,2.256488078E-4
7.879801542E0,2.853323240E-3,5.978299305E-5,6.785850273E-4
7.889787542E0,8.287880337E-4,-2.438174561E-4,-6.417061377E-5
7.899773542E0,-3.950431710E-5,3.527468070E-4,1.127877040E-3
7.909759542E0,-2.059584949E-5,2.629980445E-4,1.595517097E-4
7.919745542E0,4.362374311E-4,5.797017366E-6,1.360736787E-3
7.929731542E0,-9.771022014E-4,1.522733830E-3,5.359557690E-4
7.939717542E0,-1.057197107E-3,-3.296840005E-4,1.536288997E-3
7.949703542E0,-1.173675992E-4,1.123602968E-3,-4.533586325E-4
7.959689542E0,-9.758437518E-4,-5.598464049E-4,1.002205769E-3
7.969675542E0,-3.771650954E-4,3.698631190E-4,-1.301428536E-3
7.979661542E0,-1.679250970E-3,3.457572311E-4,7.100355579E-4
7.989647542E0,9.068590589E-5,-1.847888576E-3,-1.015692833E-3
7.999634542E0,3.523572814E-4,-1.870347187E-4,3.127649543E-4
8.009620542E0,2.223950578E-4,-1.801103354E-4,5.230779061E-5
8.019606542E0,-6.608664989E-6,-4.183929414E-4,-8.007560973E-5
8.029592542E0,-1.365886070E-3,9.755054489E-4,1.954047009E-3
8.039578542E0,-2.845465788E-4,1.708317082E-3,1.294792746E-4
8.049564542E0,-9.649842395E-4,9.290762246E-4,1.373708132E-3
8.059550542E0,2.197016729E-4,6.191264838E-4,-1.078041387E-3
8.069536542E0,9.985943325E-5,-4.541273229E-4,-2.178403374E-4
8.079522542E0,4.822165938E-4,-1.185000874E-4,-6.574034924E-4
8.089508542E0,4.089795984E-4,-1.792030409E-3,-4.621937696E-4
8.099494542E0,9.275024058E-4,-1.997302519E-3,-1.377670560E-4
8.109480542E0,-1.193172764E-3,-6.015398540E-4,1.314987428E-3
8.119466542E0,4.258917179E-4,4.252335057E-4,7.407619851E-4
8.129452542E0,5.848824512E-4,3.978032619E-4,-1.003608457E-3
8.139438542E0,-1.594473375E-3,3.622621298E-4,-7.839610334E-4
8.149424542E0,-1.157981344E-3,2.243104391E-4,1.054685330E-3
8.159410542E0,-5.005750572E-4,5.386816338E-4,-1.240457641E-3
8.169396542E0,-2.459768439E-4,-1.236465760E-4,-1.620490802E-3
8.179382542E0,-1.403707545E-3,-2.007228555E-3,-2.993910748E-4
8.189368542E0,5.920653348E-4,-1.622934360E-3,1.390917227E-3
8.199354542E0,7.705244352E-4,-1.390064601E-3,3.698334913E-4
8.209340542E0,8.032812621E-4,-1.273418078E-3,3.285544808E-4
8.219327542E0,2.532141516E-4,1.021577045E-4,3.207144036E-4
8.229313542E0,7.478240877E-5,-1.716152765E-4,3.774397483E-4
8.239299542E0,6.853352534E-4,-5.497862585E-4,-1.861827623E-4
8.249285542E0,-3.650154686E-4,-8.645718917E-4,3.970495309E-4
8.259271542E0,-3.133131540E-4,3.966223449E-5,-6.870253710E-4
8.269257542E0,1.633927459E-4,8.733291179E-5,-3.983386850E-4
8.279243542E0,-1.820204780E-4,1.168590039E-3,3.370148770E-4
8.289229542E0,7.591406466E-4,-1.184845343E-3,1.149072486E-4
8.299215542E0,6.416131509E-4,1.153028570E-4,-1.871963905E-4
8.309201542E0,3.502633190E-4,-1.473272918E-3,1.110776502E-4
8.319187542E0,-5.525286542E-4,-8.419146761E-4,-7.646394079E-5
8.329173542E0,8.221950848E-4,-1.397716580E-3,3.507070942E-4
8.339159542E0,2.181615448E-3,6.086425856E-5,2.343576634E-4
8.349145542E0,1.169880386E-3,2.603349276E-4,1.586711034E-3
8.359131542E0,1.266517327E-3,-8.228714578E-4,-9.315486532E-4
8.369117542E0,3.812826471E-4,-8.417798672E-4,-5.115681561E-4
8.379103542E0,1.654603635E-3,-4.477398470E-4,7.746114861E-4
8.389089542E0,7.046540268E-4,-6.559989415E-4,3.929804952E-4
8.399075542E0,1.284800936E-3,9.199036285E-4,8.268709062E-4
8.409061542E0,4.669440677E-4,-8.558921982E-4,-7.710257778E-4
8.419047542E0,-4.368715745E-4,-6.148181856E-4,-1.111855032E-3
8.429033542E0,-8.904078859E-4,1.768444665E-3,-2.348760172E-4
8.439019542E0,1.089080703E-3,-4.317713901E-4,5.596068222E-4
8.449006542E0,-1.190851443E-3,-2.046036534E-4,6.003531162E-4
8.458992542E0,-3.392351791E-4,2.663796768E-4,-3.745984577E-4
8.468978542E0,-1.096371911E-3,7.223524153E-5,-3.032257373E-4
8.478964542E0,-3.917430295E-4,6.181932986E-5,-6.781449192E-4
8.488950542E0,5.739190965E-4,-3.293990158E-4,-4.842667840E-4
8.498936542E0,-9.221752407E-4,1.142604742E-3,2.872225596E-4
8.508922542E0,-4.515946785E-4,2.746805549E-4,-6.564627984E-5
8.518908542E0,5.466584116E-5,-7.484529633E-4,5.998717388E-4
8.528894542E0,-9.109963430E-4,-2.618934959E-4,5.972086219E-4
8.538880542E0,-5.125118187E-4,1.246310771E-3,-4.787805665E-4
8.548866542E0,-3.497926518E-4,3.123404458E-4,3.979320754E-4
8.558852542E0,-6.317973603E-4,-2.114507370E-4,-2.077841200E-4
8.568838542E0,-1.445393078E-3,2.950825728E-4,1.587452716E-3
8.578824542E0,-1.546211075E-3,-1.086248085E-5,3.788834438E-4
8.588810542E0,-3.842738224E-4,5.811359733E-5,6.864785682E-4
8.598796542E0,-1.147047151E-3,8.175983094E-4,1.606337028E-4
8.608782542E0,-1.086859731E-3,-4.047201946E-5,-9.373875801E-4
8.618768542E0,-6.705400301E-4,4.162131809E-4,1.197480131E-3
8.628754542E0,-8.724076324E-4,-2.134451643E-5,7.975150947E-5
8.638740542E0,3.053329419E-4,1.619472168E-4,2.700880868E-4
8.648726542E0,-4.051984288E-4,2.402439713E-4,5.443937262E-4
8.658712542E0,-1.744190231E-4,3.828871995E-4,-5.818458740E-4
8.668698542E0,1.883035293E-4,-1.349232858E-3,-2.276454761E-4
8.678685542E0,1.820215257E-3,-1.290324377E-3,-9.427196928E-4
8.688671542E0,4.758516443E-4,7.003885694E-4,-5.179455038E-4
8.698657542E0,-4.276283435E-4,-1.592426794E-3,1.287696650E-4
8.708643542E0,-1.128427102E-4,-1.118650427E-3,-5.599238211E-4
8.718629542E0,-2.616542042E-4,3.338605165E-5,-1.940785151E-4
8.728615542E0,3.809665795E-4,9.391270578E-4,2.290977864E-4
8.738601542E0,-1.236346900E-3,-4.927949049E-4,-1.652822015E-3
8.748587542E0,1.622822834E-3,-4.291450605E-4,1.032205182E-5
8.758573542E0,9.959334275E-4,-9.904692415E-4,-2.623160253E-5
8.768559542E0,1.147999894E-3,1.333849505E-4,-5.005405983E-4
8.778545542E0,-1.050316030E-3,-2.086474560E-4,3.783711873E-4
8.788531542E0,3.723445698E-4,5.064113066E-4,-1.159071689E-3
8.798517542E0,-4.955948098E-4,-2.616387792E-4,-3.668783174E-4
8.808503542E0,4.109452711E-4,1.658234280E-3,4.933227319E-4
8.818489542E0,-1.487752306E-3,4.775729030E-5,-1.337220427E-3
8.828475292E0,2.659393358E-4,8.384496905E-4,-1.347340411E-3
8.838461292E0,-1.277940115E-3,6.362674758E-4,1.792118070E-3
8.848447292E0,-1.196713652E-3,5.897600204E-6,1.158019295E-3
8.858433292E0,6.328846794E-4,2.714906354E-3,1.533892122E-3
8.868419292E0,6.696362980E-4,1.050084829E-4,-4.522933450E-4
8.878405292E0,-1.435261220E-5,1.364066266E-4,1.735622995E-3
8.888391292E0,-2.806687262E-4,-6.803846918E-4,8.005872369E-4
8.898377292E0,-9.513653349E-4,-1.228024252E-3,-1.146525610E-4
8.908364292E0,5.586469779E-4,-2.988474444E-4,-7.253154181E-4
8.918350292E0,7.725775358E-4,-1.582428813E-4,-1.384448493E-3
8.928336292E0,8.524724399E-4,-1.712463796E-3,-3.285051789E-4
8.938322292E0,8.014726918E-4,-1.243838575E-3,-1.052543987E-3
8.948308292E0,2.220671158E-3,-4.422268830E-4,2.763414523E-5
8.958294292E0,3.466208000E-4,-4.363507032E-4,3.984792565E-4
8.968280292E0,-2.366115223E-4,4.967628047E-5,-9.117959999E-4
8.978266292E0,1.565346029E-4,1.440539025E-3,-8.864435367E-4
8.988252292E0,2.358967904E-4,5.345316604E-4,-2.552743535E-4
8.998238292E0,-6.505803904E-4,5.129547790E-4,-1.368712867E-3
9.008224292E0,-4.684180021E-5,2.024298534E-3,-4.432643764E-4
9.018210292E0,-4.447284737E-4,1.227208413E-3,-4.702489823E-4
9.028196292E0,-1.819452271E-3,2.365976106E-3,-6.521428586E-4
9.038182292E0,-1.783300657E-3,1.568913460E-3,5.489273462E-4
9.048168292E0,-3.174967715E-4,1.664787065E-3,-5.584149621E-4
9.058154292E0,-2.287717070E-4,-8.889450692E-4,-3.605716629E-4
9.068140292E0,3.925437341E-4,-1.234357012E-3,-8.910733741E-4
9.078126292E0,3.692309256E-4,8.584344760E-4,-7.984457770E-4
9.088112292E0,-6.619584747E-5,1.460388303E-4,-2.988367924E-4
9.098098292E0,-1.873027650E-4,-7.234273944E-4,-2.711028210E-4
9.108084292E0,1.433763420E-3,-7.639075629E-4,5.787119153E-4
9.118070292E0,3.999667242E-4,1.083439216E-3,1.265878673E-4
9.128056292E0,7.368566003E-4,1.750350930E-4,1.582794939E-4
9.138043292E0,2.756856848E-4,-1.320679206E-3,9.446708136E-4
9.148029292E0,4.977933131E-4,6.961324252E-4,-3.148248652E-6
9.158015292E0,-7.057202747E-4,5.061496049E-4,3.604075173E-4
9.168001292E0,-5.134399980E-4,-4.904055968E-4,4.584118142E-4
9.177987292E0,8.808306884E-4,1.092936844E-3,-6.935817655E-4
9.187973292E0,9.561982006E-4,1.007715706E-3,-5.071605556E-4
9.197959292E0,7.901093340E-4,-2.781394869E-4,-4.608748422E-4
9.207945292E0,-7.308219792E-4,6.206776015E-4,-3.444947070E-4
9.217931292E0,2.809927100E-4,-2.141976729E-4,-1.064711134E-3
9.227917292E0,3.305246355E-5,2.523879521E-4,1.691314101E-4
9.237903292E0,-2.249294426E-3,4.057819024E-5,1.645580167E-3
9.247889292E0,-1.085493015E-3,1.014229842E-3,1.901627693E-4
9.257875292E0,-2.908409806E-5,7.329978980E-4,1.127016731E-3
9.267861292E0,-9.779364336E-5,4.459088668E-4,7.571036695E-4
9.277847292E0,-8.966436144E-5,-1.427037641E-4,1.286844490E-4
9.287833292E0,1.166814938E-3,-8.011981845E-5,-4.319109430E-4
9.297819292E0,-8.847654099E-4,-7.834024727E-4,6.359801628E-4
9.307805292E0,1.105947536E-3,-7.282751612E-4,3.347767342E-4
9.317791292E0,1.314965775E-3,1.272964291E-4,4.272793012E-4
9.327777292E0,3.365202574E-4,6.684241816E-5,-3.567553358E-4
9.337763292E0,1.107167918E-5,6.447611377E-4,-2.470901818E-4
9.347749292E0,4.649173934E-5,-4.929415882E-4,-1.563490718E-3
9.357735292E0,1.021659700E-4,-5.519827828E-4,-2.764641540E-4
9.367721292E0,1.833923161E-4,6.749355234E-4,-8.671532851E-4
9.377708292E0,-6.431556540E-5,-4.406250082E-4,-3.018673160E-4
9.387694292E0,1.023983350E-4,-9.068567306E-5,8.371666772E-4
9.397680292E0,-2.828072757E-4,-8.013087790E-4,2.481445554E-4
9.407666292E0,8.602214511E-4,1.094595529E-3,-2.788949932E-4
9.417652292E0,-7.833081763E-4,1.146782655E-3,-8.682374610E-4
9.427638292E0,1.657745219E-3,2.397098579E-4,5.826526321E-4
9.437624292E0,-2.272517886E-4,-6.214044988E-4,1.315177302E-3
9.447610292E0,5.245585926E-4,-7.364531048E-4,-7.386525394E-4
9.457596292E0,-1.040348434E-3,-1.143664122E-6,7.159204688E-5
9.467582292E0,9.173413273E-4,-4.000850022E-4,-7.076488691E-4
9.477568292E0,-1.836101292E-4,-2.629137598E-4,6.045422633E-4
9.487554292E0,7.713994710E-4,2.683866769E-4,2.564671449E-4
9.497540292E0,-3.496367717E-4,-9.128234815E-4,-1.939113135E-4
9.507526292E0,-1.201315667E-3,-4.198723473E-4,-2.815293265E-4
9.517512292E0,-5.501344567E-4,1.861224882E-4,5.224670749E-4
9.527498292E0,-9.583970532E-4,-6.802035496E-4,7.150136516E-4
9.537484292E0,6.454526447E-4,1.304630190E-3,9.777689120E-4
9.547470292E0,2.011654433E-3,1.636726316E-3,4.760293814E-4
9.557456292E0,1.195339602E-3,-1.162454253E-3,6.075527053E-4
9.567442292E0,-7.857859600E-4,4.793843254E-4,1.164952293E-3
9.577428292E0,-1.505485037E-3,4.601152614E-5,1.747952483E-4
9.587414292E0,-7.464842056E-4,7.003503852E-4,-7.882037899E-4
9.597400292E0,1.030518906E-4,6.825504825E-4,5.142844748E-5
9.607387292E0,7.781632012E-4,-8.128143381E-4,7.039028569E-4
9.617373292E0,3.451763187E-4,4.705600441E-4,-5.325775128E-4
9.627359292E0,-5.387268029E-4,-5.576866679E-4,1.177264494E-5
9.637345292E0,-2.157816780E-4,-3.374647349E-6,2.098433324E-4
9.647331292E0,-6.786391023E-4,-1.866002567E-4,5.256942241E-4
9.657317292E0,-8.732278366E-5,5.317362957E-4,9.915134870E-4
9.667303292E0,1.028009225E-3,-1.250451198E-3,-5.191302625E-5
9.677289292E0,9.180884808E-5,6.294515915E-4,5.115494714E-4
9.687275292E0,-4.469486885E-4,-3.340803087E-4,8.066277369E-4
9.697261292E0,-1.251988579E-4,1.560342498E-4,-8.126022294E-6
9.707247292E0,-1.228812849E-3,-4.064254463E-4,-3.617938200E-4
9.717233292E0,3.679686924E-4,9.074746631E-4,1.501747174E-3
9.727219292E0,7.932755398E-4,6.635291502E-4,-2.474170178E-4
9.737205292E0,6.413947558E-4,-5.780225620E-4,4.767448409E-4
9.747191292E0,3.774754005E-4,5.900398828E-4,-2.212696418E-4
9.757177292E0,-8.214195259E-5,-1.322873868E-4,-5.527042085E-4
9.767163292E0,-1.080294722E-3,-1.980676316E-4,-7.479139022E-4
9.777149292E0,-6.973812124E-4,-2.923207358E-4,2.606048656E-4
9.787135292E0,1.835924340E-4,1.343176700E-4,-1.503208914E-4
9.797121292E0,-9.916089475E-4,-3.209360875E-4,-6.648129784E-4
9.807107292E0,-4.794830456E-4,-2.708686516E-4,-6.693336763E-5
9.817093292E0,-1.121413545E-3,-1.602839213E-3,-9.109185194E-4
9.827079792E0,1.308048377E-4,-6.081485189E-4,1.054760767E-3
9.837065792E0,-3.954585991E-4,-4.704897292E-4,-1.663493807E-3
9.847052792E0,-3.629680723E-4,-1.163710607E-3,1.044142060E-3
9.857038792E0,6.032645470E-4,-2.575140679E-3,1.844888902E-4
9.867024792E0,-8.942361455E-5,-1.756218728E-3,-1.021124190E-3
9.877010792E0,-4.063729430E-4,-1.213487471E-3,-1.450023410E-4
9.886996792E0,-1.029019943E-3,3.436626866E-4,-5.194427795E-4
9.896982792E0,9.285752894E-4,-1.837657765E-4,3.911099629E-4
9.906968792E0,-9.942271281E-4,-6.495523266E-4,-3.122308699E-4
9.916954792E0,1.903464785E-3,-1.132874517E-3,1.154103200E-3
9.926940792E0,-4.379864549E-4,-7.922560908E-4,-1.039741182E-4
9.936926792E0,-1.034891815E-3,4.232628271E-4,7.963665994E-4
9.946912792E0,-6.929419469E-4,2.421676181E-4,-4.950002767E-4
9.956898792E0,-4.991886672E-4,4.466604441E-4,3.022485180E-5
9.966884792E0,-4.089075373E-4,4.882058129E-4,1.314933761E-3
9.976870792E0,-1.810044399E-3,5.489354953E-5,-3.611962020E-4
9.986856792E0,-4.060258507E-4,1.531083602E-3,2.318897750E-4
9.996842792E0,-9.673947934E-4,6.901961751E-4,-1.944862655E-3
1.000682879E1,-4.805689678E-4,1.498409547E-4,2.565063187E-4
1.001681479E1,-2.094810363E-3,1.566321589E-3,-6.887631025E-4
1.002680079E1,1.875186572E-4,4.616421647E-4,-9.095391142E-4
1.003678679E1,5.224889610E-4,8.422080427E-4,1.719227992E-3
1.004677279E1,-1.953718252E-3,-7.490306161E-4,5.825908738E-4
1.005675879E1,3.638017224E-4,3.922409378E-4,1.619398245E-4
1.006674479E1,6.139161997E-6,3.400431015E-4,-1.064179465E-3
1.007673079E1,1.342366217E-3,-3.008544445E-5,4.555953783E-4
1.008671679E1,3.846936161E-4,-3.826878965E-4,-1.382252085E-3
1.009670379E1,5.720803747E-4,-4.317821003E-4,-6.094191922E-4
1.010668979E1,4.903553054E-5,-7.063541561E-4,-1.184928231E-3
1.011667579E1,3.555824514E-5,-3.353650682E-4,1.448940835E-3
1.012666179E1,-5.753709120E-4,3.043259494E-4,9.285591077E-4
1.013664779E1,1.525433036E-4,-5.998522975E-4,-8.472729241E-4
1.014663379E1,7.869082037E-4,-5.615027621E-4,6.792510394E-4
1.015661979E1,-2.446684521E-4,-9.038737044E-4,2.349820861E-4
1.016660579E1,1.205422683E-3,-1.003209502E-3,1.730879769E-3
1.017659179E1,1.225770335E-3,-2.589276992E-4,-8.835155750E-4
1.018657779E1,-3.257323988E-5,-4.706489854E-4,6.326220464E-4
1.019656379E1,5.129958736E-4,-8.818923961E-4,-3.537896846E-4
1.020654979E1,-3.631841391E-4,-7.870837580E-4,-6.158447359E-4
1.021653579E1,1.283781836E-3,8.082026616E-4,-6.165646482E-4
1.022652179E1,9.068555664E-5,3.831624053E-4,-8.027196163E-4
1.023650779E1,5.383070093E-4,-2.966383472E-4,-9.895360563E-4
1.024649379E1,1.244044746E-3,6.168261170E-4,-1.206051093E-3
1.025647979E1,-1.542213256E-3,-1.299036667E-4,9.680364747E-5
1.026646579E1,7.182778791E-4,6.464081816E-4,3.343576391E-4
1.027645179E1,8.643885376E-4,-1.029979903E-3,-1.121468144E-3
1.028643779E1,9.442833252E-4,-1.830947585E-4,-9.441016009E-4
1.029642379E1,-7.233204087E-4,-1.494307071E-4,-1.171203563E-3
1.030640979E1,2.076674718E-5,1.424518414E-4,1.742560882E-3
1.031639579E1,2.389639849E-4,1.510082278E-3,-4.840872134E-5
1.032638179E1,-1.868754625E-4,6.405604072E-4,1.103156537E-4
1.033636879E1,-1.635012217E-3,-9.341631085E-6,1.134212071E-4
1.034635479E1,3.152206773E-4,5.762875080E-4,-5.430479650E-4
1.035634079E1,9.585920488E-4,-3.151460551E-4,8.714974392E-4
1.036632679E1,7.061243523E-4,-1.620142721E-4,-3.849819186E-4
1.037631279E1,-5.158077693E-4,-6.924567278E-4,4.665275919E-4
1.038629879E1,-1.008226303E-3,2.606399357E-5,-1.233368181E-3
1.039628479E1,-2.409750130E-3,-6.767485756E-4,9.892206872E-4
1.040627079E1,-1.995927305E-4,1.344324555E-3,1.584703568E-3
1.041625679E1,-7.872664719E-4,3.255815245E-4,-8.203696925E-4
1.042624279E1,4.271349171E-4,-2.328832634E-4,1.342117088E-3
1.043622879E1,6.923915353E-4,-1.651388593E-4,-8.701701299E-4
1.044621479E1,-1.143325469E-3,-1.233865507E-3,-4.059544881E-5
1.045620079E1,-1.691422658E-4,6.971834227E-4,9.757549269E-4
1.046618679E1,-5.347942933E-4,1.005045138E-3,-5.140174180E-4
1.047617279E1,-1.133738784E-3,-2.674330026E-4,1.198169310E-3
1.048615879E1,4.809357924E-4,5.373745225E-4,3.928294173E-4
1.049614479E1,-2.965526655E-4,-6.902730092E-5,2.056362573E-4
1.050613079E1,6.936106365E-4,-5.060518160E-4,4.671586794E-4
1.051611679E1,1.349517610E-3,3.441339359E-4,-3.965844226E-4
1.052610279E1,-1.070230501E-3,1.566475257E-4,3.658786009E-4
1.053608879E1,9.113278938E-4,1.068338752E-4,7.019937620E-4
1.054607479E1,-1.531589776E-3,-6.580259651E-4,-2.324156230E-3
1.055606079E1,3.819824196E-4,-9.053368121E-4,1.331806532E-3
1.056604679E1,8.837218629E-4,-1.317774877E-5,-6.306768628E-4
1.057603279E1,-3.791716881E-5,-1.035388792E-3,3.523402847E-4
1.058601979E1,-6.656242185E-4,-2.596098930E-4,1.084443182E-3
1.059600579E1,1.190281822E-3,3.825146705E-4,2.469780156E-6
1.060599179E1,5.684336647E-4,-1.242013415E-3,8.288486861E-4
1.061597779E1,5.061889533E-4,-1.784362830E-4,8.768290281E-4
1.062596379E1,-4.251184291E-4,4.498036578E-4,-8.771287976E-4
1.063594979E1,-4.080173676E-4,2.105534077E-4,1.569276210E-3
1.064593579E1,4.657658283E-4,-8.589720819E-4,-7.258359692E-4
1.065592179E1,1.043855213E-3,-5.310266279E-4,-1.734157413E-4
1.066590779E1,1.727351919E-4,1.416876912E-4,-1.089809462E-3
1.067589379E1,6.392482901E-4,-9.451664519E-4,1.432006713E-3
1.068587979E1,-7.085774560E-4,-7.145367563E-4,8.346596733E-4
1.069586579E1,-8.464703569E-5,1.033353154E-3,-3.927671933E-4
1.070585179E1,-7.970426232E-4,6.770221516E-4,-4.167356528E-4
1.071583779E1,1.794491196E-3,-1.870512497E-3,9.954820853E-4
1.072582379E1,1.298876945E-3,2.237972803E-4,1.952022430E-4
1.073580979E1,-9.372710483E-4,3.855424002E-4,-1.339715091E-4
1.074579579E1,2.173322719E-5,1.072371844E-3,-7.564827683E-5
1.075578179E1,-4.023495130E-4,1.759754494E-3,-5.177592975E-4
1.076576779E1,1.964667812E-3,1.879567280E-4,7.312631933E-4
1.077575379E1,-9.740880923E-4,1.322083175E-3,4.272469378E-4
1.078573979E1,-1.129084034E-3,9.034341201E-4,-1.242937287E-4
1.079572579E1,9.689347353E-4,7.685227320E-4,-1.472885604E-3
1.080571179E1,3.987520467E-4,-7.250346243E-5,7.508539129E-4
1.081569779E1,4.193396308E-4,-1.372406259E-4,-3.767374728E-4
1.082568329E1,-1.480825711E-3,-4.427055828E-4,2.475075016E-4
1.083567029E1,-1.056235400E-3,5.219699815E-4,-4.986838903E-4
1.084565629E1,1.275894814E-3,-5.917637609E-4,2.403432736E-4
1.085564229E1,-1.408527605E-4,9.600026533E-4,2.818830253E-4
1.086562829E1,8.306683740E-4,6.460156292E-4,-1.543447608E-3
1.087561429E1,8.190034423E-4,-6.969741080E-4,-2.869431628E-4
1.088560029E1,-7.895458839E-4,-4.316819832E-5,5.197283463E-4
1.089558629E1,4.918236518E-4,5.682138726E-4,8.871689206E-4
1.090557229E1,-1.536972355E-3,-2.344627865E-4,1.359879971E-3
1.091555829E1,7.821235340E-5,1.133093610E-5,-2.592931560E-4
1.092554429E1,4.566474818E-4,-3.218306229E-4,8.389944560E-4
1.093553029E1,-1.458535553E-4,-1.813736744E-4,-5.789297284E-4
1.094551629E1,-3.232200979E-4,2.848310396E-5,1.073828083E-3
1.095550229E1,6.858203560E-4,9.015533142E-4,4.522525123E-4
1.096548829E1,8.935468504E-4,7.907655090E-4,9.177730535E-4
1.097547429E1,1.901944983E-3,3.274367191E-4,7.312344387E-4
1.098546029E1,-9.222998051E-5,1.094959676E-3,-1.289305743E-3
1.099544629E1,4.075495526E-4,-3.932863474E-4,-7.207453018E-5
1.100543229E1,-1.085710246E-4,6.501404569E-4,-7.344026817E-4
1.101541829E1,-2.224880736E-3,-1.499569044E-5,-2.326924878E-4
1.102540429E1,-1.004771912E-4,2.337438054E-4,6.890275981E-4
1.103539029E1,-9.258609498E-5,-9.985312354E-4,-3.957266163E-4
1.104537629E1,6.397832185E-4,-8.746376261E-5,9.944434278E-4
1.105536229E1,-4.469999112E-5,-2.107843757E-4,7.568465080E-4
1.106534829E1,-8.535020170E-4,6.459541619E-4,-7.864552899E-4
1.107533429E1,8.345842361E-4,2.144472674E-4,1.171201700E-3
1.108532129E1,-4.775552079E-4,5.023349077E-4,7.714611711E-4
1.109530729E1,-1.034202520E-3,1.980260480E-3,-1.525320113E-3
1.110529329E1,3.234770847E-4,-7.231140044E-4,5.135959364E-4
1.111527929E1,-8.948077448E-5,4.072487354E-4,6.158461911E-4
1.112526529E1,-4.021229688E-5,4.716971889E-4,2.781573567E-4
1.113525129E1,4.026533570E-4,-2.051088959E-4,2.160473377E-4
1.114523729E1,-4.508898128E-4,-1.972648781E-3,1.757751219E-3
1.115522329E1,4.413659917E-4,-7.016689051E-4,-4.624120193E-4
1.116520929E1,-1.559466938E-3,4.498818889E-4,1.069171820E-3
1.117519529E1,-4.685925669E-4,8.082496934E-4,-1.276184106E-3
1.118518129E1,-5.764506059E-4,3.353599459E-5,1.118263928E-3
1.119516729E1,-4.632747150E-4,-3.224746324E-4,-7.959252689E-4
1.120515329E1,-1.173007186E-3,-1.534745563E-3,7.300660363E-4
1.121513929E1,4.690035712E-5,-6.519146264E-4,7.335750852E-4
1.122512529E1,2.666112268E-4,-3.030407242E-4,5.889654276E-4
1.123511129E1,2.831198508E-4,1.192530617E-3,-3.542928316E-4
1.124509729E1,-9.957642760E-5,9.429925121E-4,3.437216801E-4
1.125508329E1,-4.132539034E-4,-4.711155780E-4,-5.930167390E-6
1.126506929E1,1.593257766E-4,-1.678057015E-5,-1.984767150E-4
1.127505529E1,-3.038167488E-4,-1.171945594E-3,-1.104532508E-3
1.128504129E1,-6.015581894E-4,3.804108128E-4,-5.801559892E-4
1.129502729E1,5.673624109E-4,-2.440996468E-5,1.707513584E-3
1.130501329E1,2.014440252E-4,5.231359974E-4,-1.730361022E-3
1.131499929E1,-2.718851902E-4,8.104229346E-5,1.759747509E-3
1.132498529E1,-9.579155012E-4,-5.485289730E-4,5.549335619E-4
1.133497229E1,3.689167788E-4,-4.636216909E-4,3.762498091E-4
1.134495829E1,3.382904688E-4,-6.503090262E-4,-3.755605721E-4
1.135494429E1,-2.405401901E-4,4.989765584E-4,-1.076710294E-3
1.136493029E1,-5.009972956E-4,-9.649633430E-4,5.065389560E-4
1.137491629E1,3.637035843E-5,-1.175193116E-3,2.530142956E-4
1.138490229E1,5.474310601E-4,-5.360343494E-4,-2.075868542E-5
