"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
3.855420958E0,-7.668422330E-2,8.121949735E-2,9.809363823E0
3.865406958E0,-7.666934945E-2,8.125553995E-2,9.809363823E0
3.875392958E0,-7.664670062E-2,8.129679023E-2,9.809363823E0
3.885378958E0,-7.658065906E-2,8.134144834E-2,9.809363823E0
3.895364958E0,-7.661535863E-2,8.134236197E-2,9.809363823E0
3.905350958E0,-7.660432658E-2,8.135759214E-2,9.809363238E0
3.915337958E0,-7.654172026E-2,8.133965763E-2,9.809364408E0
3.925323958E0,-7.653852256E-2,8.136371344E-2,9.809363823E0
3.935309958E0,-7.652744940E-2,8.133082286E-2,9.809364408E0
3.945295958E0,-7.653920322E-2,8.128473949E-2,9.809364408E0
3.955281958E0,-7.666394991E-2,8.135430308E-2,9.809363238E0
3.965267958E0,-7.674202851E-2,8.137238377E-2,9.809362069E0
3.975253958E0,-7.677948724E-2,8.135306968E-2,9.809362069E0
3.985239958E0,-7.680649406E-2,8.138639881E-2,9.809361484E0
3.995225958E0,-7.674884417E-2,8.140226852E-2,9.809362069E0
4.005211958E0,-7.670391197E-2,8.148572839E-2,9.809361484E0
4.015197958E0,-7.665522477E-2,8.149657315E-2,9.809362069E0
4.025183958E0,-7.675912248E-2,8.153738488E-2,9.809360899E0
4.035169958E0,-7.676794812E-2,8.166062409E-2,9.809359730E0
4.045155958E0,-7.678824892E-2,8.167130440E-2,9.809359730E0
4.055141958E0,-7.682578987E-2,8.166209503E-2,9.809359145E0
4.065127958E0,-7.687133420E-2,8.166007591E-2,9.809359145E0
4.075113958E0,-7.690647231E-2,8.165356175E-2,9.809358560E0
4.085100958E0,-7.695329572E-2,8.157673482E-2,9.809359145E0
4.095086958E0,-7.695965457E-2,8.147228893E-2,9.809359730E0
4.105072958E0,-7.697504919E-2,8.140710161E-2,9.809360315E0
4.115058958E0,-7.708060057E-2,8.141000695E-2,9.809359145E0
4.125044958E0,-7.710587150E-2,8.143451957E-2,9.809359145E0
4.135030958E0,-7.705436119E-2,8.147922336E-2,9.809359145E0
4.145016958E0,-7.706907059E-2,8.153948623E-2,9.809358560E0
4.155002958E0,-7.705174821E-2,8.148262206E-2,9.809359145E0
4.164988958E0,-7.699304765E-2,8.146364601E-2,9.809359730E0
4.174974958E0,-7.700767483E-2,8.140900196E-2,9.809359730E0
4.184960958E0,-7.703128296E-2,8.144922897E-2,9.809359145E0
4.194946958E0,-7.709550183E-2,8.145489346E-2,9.809359145E0
4.204932958E0,-7.715184524E-2,8.141923458E-2,9.809358560E0
4.214918958E0,-7.719420101E-2,8.141790982E-2,9.809358560E0
4.224904958E0,-7.718046005E-2,8.140040472E-2,9.809358560E0
4.234890958E0,-7.714390581E-2,8.134524903E-2,9.809359145E0
4.244876958E0,-7.721207156E-2,8.127734824E-2,9.809359145E0
4.254863958E0,-7.717756385E-2,8.123386871E-2,9.809360315E0
4.264849958E0,-7.720628830E-2,8.116050443E-2,9.809360315E0
4.274835958E0,-7.726278702E-2,8.111955564E-2,9.809360315E0
4.284821958E0,-7.742044257E-2,8.111744517E-2,9.809359145E0
4.294807958E0,-7.745326007E-2,8.113790128E-2,9.809358560E0
4.304793958E0,-7.752379211E-2,8.119470150E-2,9.809357391E0
4.314779958E0,-7.763546479E-2,8.121969835E-2,9.809356806E0
4.324765958E0,-7.767856060E-2,8.121223401E-2,9.809356222E0
4.334751958E0,-7.766752398E-2,8.128022617E-2,9.809355637E0
4.344737958E0,-7.762214410E-2,8.128117634E-2,9.809356222E0
4.354723958E0,-7.760120376E-2,8.122433958E-2,9.809356806E0
4.364709958E0,-7.756411049E-2,8.117483924E-2,9.809357391E0
4.374695958E0,-7.753851064E-2,8.122099570E-2,9.809357391E0
4.384681958E0,-7.756655901E-2,8.128462985E-2,9.809356806E0
4.394667958E0,-7.756916285E-2,8.128612820E-2,9.809356806E0
4.404653958E0,-7.759061482E-2,8.125240621E-2,9.809356806E0
4.414640958E0,-7.759315470E-2,8.123025988E-2,9.809356806E0
4.424626958E0,-7.761351946E-2,8.122909958E-2,9.809356806E0
4.434612958E0,-7.770543952E-2,8.121666511E-2,9.809356222E0
4.444598958E0,-7.772370293E-2,8.118883601E-2,9.809356222E0
4.454584958E0,-7.770230577E-2,8.117743394E-2,9.809356222E0
4.464570958E0,-7.762300291E-2,8.120949313E-2,9.809356806E0
4.474556958E0,-7.765433120E-2,8.120532699E-2,9.809356806E0
4.484542958E0,-7.758595532E-2,8.115560738E-2,9.809357391E0
4.494528958E0,-7.764420820E-2,8.108513016E-2,9.809357391E0
4.504514958E0,-7.764756122E-2,8.110387780E-2,9.809357391E0
4.514500958E0,-7.763373803E-2,8.111075741E-2,9.809357391E0
4.524486958E0,-7.758551678E-2,8.113570858E-2,9.809357391E0
4.534472958E0,-7.756147924E-2,8.115445621E-2,9.809357976E0
4.544458958E0,-7.752868001E-2,8.112344770E-2,9.809357976E0
4.554444958E0,-7.751182359E-2,8.110243427E-2,9.809358560E0
4.564430958E0,-7.753232539E-2,8.111747257E-2,9.809357976E0
4.574416958E0,-7.755322918E-2,8.108950644E-2,9.809358560E0
4.584403958E0,-7.754740024E-2,8.118627786E-2,9.809357391E0
4.594389958E0,-7.761710088E-2,8.121802641E-2,9.809356806E0
4.604375958E0,-7.765689849E-2,8.118921060E-2,9.809356806E0
4.614361958E0,-7.763855285E-2,8.117991901E-2,9.809356806E0
4.624347958E0,-7.764514010E-2,8.123511124E-2,9.809356222E0
4.634333958E0,-7.761053190E-2,8.121494749E-2,9.809356806E0
4.644319958E0,-7.755114611E-2,8.116523702E-2,9.809357391E0
4.654305958E0,-7.750273299E-2,8.111894351E-2,9.809358560E0
4.664291958E0,-7.750671641E-2,8.112938628E-2,9.809358560E0
4.674277958E0,-7.744257063E-2,8.108998152E-2,9.809359145E0
4.684263958E0,-7.741684288E-2,8.103473447E-2,9.809359730E0
4.694249958E0,-7.743219182E-2,8.099587790E-2,9.809359730E0
4.704235958E0,-7.748773123E-2,8.102261064E-2,9.809359145E0
4.714221958E0,-7.749014321E-2,8.104977278E-2,9.809359145E0
4.724207958E0,-7.743461293E-2,8.105662499E-2,9.809359730E0
4.734193958E0,-7.739951137E-2,8.107741001E-2,9.809359730E0
4.744179958E0,-7.734878677E-2,8.112784225E-2,9.809359730E0
4.754166958E0,-7.730081219E-2,8.112297261E-2,9.809359730E0
4.764152958E0,-7.729137442E-2,8.115223610E-2,9.809359730E0
4.774138958E0,-7.735890063E-2,8.118266903E-2,9.809359145E0
4.784124958E0,-7.743237454E-2,8.120376469E-2,9.809358560E0
4.794110958E0,-7.752032946E-2,8.121962526E-2,9.809357391E0
4.804096958E0,-7.754544508E-2,8.115107579E-2,9.809357976E0
4.814082958E0,-7.755449913E-2,8.117312162E-2,9.809357391E0
4.824069167E0,-7.753280047E-2,8.110661868E-2,9.809358560E0
4.834055167E0,-7.756792945E-2,8.103023943E-2,9.809358560E0
4.844041167E0,-7.758357989E-2,8.111985714E-2,9.809357976E0
4.854027167E0,-7.762680360E-2,8.110522997E-2,9.809357391E0
4.864013167E0,-7.760548867E-2,8.107751965E-2,9.809357976E0
4.873999167E0,-7.765082287E-2,8.106862091E-2,9.809357976E0
4.883985167E0,-7.761798710E-2,8.116374780E-2,9.809357391E0
4.893971167E0,-7.759436983E-2,8.127003008E-2,9.809356222E0
4.903957167E0,-7.752396570E-2,8.127306333E-2,9.809356806E0
4.913943167E0,-7.751557860E-2,8.126119531E-2,9.809357391E0
4.923929167E0,-7.751537760E-2,8.120238511E-2,9.809357391E0
4.933916167E0,-7.752323479E-2,8.118627786E-2,9.809357976E0
4.943902167E0,-7.744810721E-2,8.126013550E-2,9.809357976E0
4.953888167E0,-7.736379767E-2,8.121624484E-2,9.809358560E0
4.963874167E0,-7.738421724E-2,8.126496859E-2,9.809357976E0
4.973860167E0,-7.739648726E-2,8.127443377E-2,9.809357976E0
4.983846167E0,-7.735878185E-2,8.139554422E-2,9.809357391E0
4.993832167E0,-7.737462415E-2,8.143439166E-2,9.809356806E0
5.003818167E0,-7.732082063E-2,8.140155589E-2,9.809357391E0
5.013804167E0,-7.733125426E-2,8.133733702E-2,9.809357976E0
5.023790167E0,-7.734592712E-2,8.135978485E-2,9.809357976E0
5.033776167E0,-7.735919299E-2,8.137096765E-2,9.809357391E0
5.043762167E0,-7.739021064E-2,8.135250323E-2,9.809357391E0
5.053748167E0,-7.747159657E-2,8.131840666E-2,9.809356806E0
5.063734167E0,-7.749243641E-2,8.132552382E-2,9.809356806E0
5.073720167E0,-7.740592503E-2,8.139913478E-2,9.809356806E0
5.083706167E0,-7.744035051E-2,8.140660825E-2,9.809356806E0
5.093692167E0,-7.741737278E-2,8.138018615E-2,9.809356806E0
5.103679167E0,-7.738147636E-2,8.139847697E-2,9.809356806E0
5.113665167E0,-7.733563053E-2,8.135246669E-2,9.809357976E0
5.123651167E0,-7.726754702E-2,8.132626385E-2,9.809358560E0
5.133637167E0,-7.721254664E-2,8.131625963E-2,9.809359145E0
5.143623167E0,-7.723800031E-2,8.139388142E-2,9.809357976E0
5.153609167E0,-7.720816123E-2,8.148936463E-2,9.809357976E0
5.163595167E0,-7.716305545E-2,8.145630045E-2,9.809358560E0
5.173581167E0,-7.708958153E-2,8.151602427E-2,9.809358560E0
5.183567167E0,-7.706952740E-2,8.146132540E-2,9.809359145E0
5.193553167E0,-7.703096319E-2,8.155303532E-2,9.809358560E0
5.203539167E0,-7.697153172E-2,8.157557451E-2,9.809358560E0
5.213525167E0,-7.691453051E-2,8.143783604E-2,9.809360315E0
5.223511167E0,-7.687095962E-2,8.141278437E-2,9.809360899E0
5.233497167E0,-7.691041918E-2,8.143797308E-2,9.809360315E0
5.243483167E0,-7.692688275E-2,8.143054529E-2,9.809360315E0
5.253469167E0,-7.687522626E-2,8.143162337E-2,9.809360899E0
5.263455167E0,-7.690435270E-2,8.143460180E-2,9.809360315E0
5.273441167E0,-7.692228721E-2,8.143520479E-2,9.809360315E0
5.283427167E0,-7.689491493E-2,8.141271128E-2,9.809360899E0
5.293414167E0,-7.688400622E-2,8.139660403E-2,9.809360899E0
5.303400167E0,-7.686628184E-2,8.137184473E-2,9.809361484E0
5.313386167E0,-7.688131101E-2,8.139102177E-2,9.809360899E0
5.323372167E0,-7.683990542E-2,8.144064087E-2,9.809360899E0
5.333358167E0,-7.686705843E-2,8.141566230E-2,9.809360899E0
5.343344167E0,-7.685458741E-2,8.146271411E-2,9.809360899E0
5.353330167E0,-7.682576247E-2,8.138919451E-2,9.809361484E0
5.363316167E0,-7.681854481E-2,8.140986077E-2,9.809361484E0
5.373302167E0,-7.674441308E-2,8.137636718E-2,9.809362069E0
5.383288167E0,-7.668023989E-2,8.125393197E-2,9.809363823E0
5.393274167E0,-7.670255067E-2,8.127596866E-2,9.809363238E0
5.403260167E0,-7.667226392E-2,8.116366558E-2,9.809364408E0
5.413246167E0,-7.665549885E-2,8.116761245E-2,9.809364408E0
5.423232167E0,-7.661040677E-2,8.120011018E-2,9.809364992E0
5.433218167E0,-7.659008313E-2,8.124679654E-2,9.809364408E0
5.443204167E0,-7.661140719E-2,8.132225303E-2,9.809363823E0
5.453190167E0,-7.667727060E-2,8.141135911E-2,9.809362653E0
5.463177167E0,-7.663184047E-2,8.146387442E-2,9.809362653E0
5.473163167E0,-7.658815538E-2,8.141232756E-2,9.809363238E0
5.483149167E0,-7.657674874E-2,8.133860696E-2,9.809363823E0
5.493135167E0,-7.662454059E-2,8.134195084E-2,9.809363238E0
5.503121167E0,-7.662727690E-2,8.134386946E-2,9.809363238E0
5.513107167E0,-7.661727725E-2,8.130458347E-2,9.809363823E0
5.523093167E0,-7.660818666E-2,8.133558285E-2,9.809363823E0
5.533079167E0,-7.661913648E-2,8.136284550E-2,9.809363238E0
5.543065167E0,-7.666026799E-2,8.137889793E-2,9.809362653E0
5.553051167E0,-7.662728604E-2,8.131358271E-2,9.809363823E0
5.563037167E0,-7.656765358E-2,8.126969204E-2,9.809364408E0
5.573023167E0,-7.653274844E-2,8.120769328E-2,9.809365577E0
5.583009167E0,-7.641724309E-2,8.112693775E-2,9.809366747E0
5.592995167E0,-7.644853026E-2,8.121954303E-2,9.809366162E0
5.602981167E0,-7.640034098E-2,8.124862379E-2,9.809366162E0
5.612967167E0,-7.633939746E-2,8.124028238E-2,9.809366747E0
5.622953167E0,-7.629678588E-2,8.130649296E-2,9.809366162E0
5.632940167E0,-7.624316965E-2,8.140596871E-2,9.809366162E0
5.642926167E0,-7.625624823E-2,8.142544725E-2,9.809365577E0
5.652912167E0,-7.628259724E-2,8.142383927E-2,9.809365577E0
5.662898167E0,-7.628556653E-2,8.148337123E-2,9.809364992E0
5.672884167E0,-7.629510480E-2,8.146883542E-2,9.809364992E0
5.682870167E0,-7.628124051E-2,8.144499888E-2,9.809365577E0
5.692856167E0,-7.627995229E-2,8.136025080E-2,9.809366162E0
5.702842167E0,-7.631287943E-2,8.130023461E-2,9.809366162E0
5.712828167E0,-7.625590105E-2,8.132177794E-2,9.809366747E0
5.722814167E0,-7.626538450E-2,8.133142585E-2,9.809366162E0
5.732800167E0,-7.622359062E-2,8.136240696E-2,9.809366162E0
5.742786167E0,-7.621483807E-2,8.139366215E-2,9.809366162E0
5.752772167E0,-7.621802662E-2,8.133547322E-2,9.809366747E0
5.762758167E0,-7.621387876E-2,8.129700950E-2,9.809367331E0
5.772744167E0,-7.623067580E-2,8.125949596E-2,9.809367331E0
5.782730167E0,-7.615111255E-2,8.128161488E-2,9.809367916E0
5.792716167E0,-7.608238493E-2,8.135888035E-2,9.809367331E0
5.802702167E0,-7.614465320E-2,8.144730122E-2,9.809366162E0
5.812689167E0,-7.619598993E-2,8.140282583E-2,9.809366162E0
5.822675417E0,-7.619148575E-2,8.140062399E-2,9.809366162E0
5.832661417E0,-7.616120813E-2,8.137755490E-2,9.809366747E0
5.842647417E0,-7.619917392E-2,8.140223198E-2,9.809366162E0
5.852633417E0,-7.618947120E-2,8.138548519E-2,9.809366747E0
5.862619417E0,-7.620875787E-2,8.141261078E-2,9.809366162E0
5.872605417E0,-7.624914934E-2,8.143244564E-2,9.809365577E0
5.882591417E0,-7.622407484E-2,8.145525891E-2,9.809365577E0
5.892577417E0,-7.619541435E-2,8.147470091E-2,9.809365577E0
5.902563417E0,-7.619347289E-2,8.154762665E-2,9.809364992E0
5.912549417E0,-7.621492029E-2,8.149484639E-2,9.809365577E0
5.922535417E0,-7.629325928E-2,8.152049191E-2,9.809364408E0
5.932521417E0,-7.629145486E-2,8.160320261E-2,9.809363823E0
5.942507417E0,-7.626966942E-2,8.165628436E-2,9.809363823E0
5.952493417E0,-7.628293072E-2,8.160466441E-2,9.809363823E0
5.962479417E0,-7.626305932E-2,8.158134864E-2,9.809364408E0
5.972465417E0,-7.633871224E-2,8.158379716E-2,9.809363823E0
5.982451417E0,-7.633500292E-2,8.153020377E-2,9.809364408E0
5.992438417E0,-7.626943187E-2,8.147270920E-2,9.809364992E0
6.002424417E0,-7.621357726E-2,8.150664132E-2,9.809365577E0
6.012410417E0,-7.613494135E-2,8.148710797E-2,9.809366162E0
6.022396417E0,-7.616206238E-2,8.152853183E-2,9.809365577E0
6.032382417E0,-7.615761301E-2,8.155574880E-2,9.809365577E0
6.042368417E0,-7.619871711E-2,8.148256724E-2,9.809365577E0
6.052354417E0,-7.613051482E-2,8.153336492E-2,9.809365577E0
6.062340417E0,-7.613915317E-2,8.157003793E-2,9.809365577E0
6.072326417E0,-7.618945749E-2,8.160226157E-2,9.809364992E0
6.082312417E0,-7.628522392E-2,8.165099446E-2,9.809363823E0
6.092298417E0,-7.638057922E-2,8.175147520E-2,9.809362069E0
6.102284417E0,-7.636287769E-2,8.175177670E-2,9.809362069E0
6.112270417E0,-7.638313281E-2,8.174343528E-2,9.809362069E0
6.122256417E0,-7.637173531E-2,8.172946592E-2,9.809362069E0
6.132242417E0,-7.634529493E-2,8.174007313E-2,9.809362653E0
6.142228417E0,-7.633648756E-2,8.168333687E-2,9.809362653E0
6.152214417E0,-7.631564315E-2,8.163464053E-2,9.809363238E0
6.162200417E0,-7.628566703E-2,8.166676367E-2,9.809363238E0
6.172187417E0,-7.626314612E-2,8.161370932E-2,9.809363823E0
6.182173417E0,-7.621068106E-2,8.156790918E-2,9.809364992E0
6.192159417E0,-7.627395433E-2,8.158961697E-2,9.809364408E0
6.202145417E0,-7.623095902E-2,8.158247240E-2,9.809364408E0
6.212131417E0,-7.617965427E-2,8.161433972E-2,9.809364408E0
6.222117417E0,-7.608764742E-2,8.160571508E-2,9.809365577E0
6.232103417E0,-7.604673062E-2,8.161420268E-2,9.809365577E0
6.242089417E0,-7.599703385E-2,8.163206410E-2,9.809366162E0
6.252075417E0,-7.600534786E-2,8.164783331E-2,9.809365577E0
6.262061417E0,-7.605959906E-2,8.167299461E-2,9.809364992E0
6.272047417E0,-7.608148500E-2,8.167350624E-2,9.809364992E0
6.282033417E0,-7.607394301E-2,8.166944060E-2,9.809364992E0
6.292019417E0,-7.608558262E-2,8.170466093E-2,9.809364408E0
6.302005417E0,-7.605034858E-2,8.166569472E-2,9.809364992E0
6.311991417E0,-7.598861021E-2,8.172940196E-2,9.809364992E0
6.321977417E0,-7.611453091E-2,8.175233401E-2,9.809363823E0
6.331963417E0,-7.619149032E-2,8.174816787E-2,9.809363238E0
6.341949417E0,-7.622645484E-2,8.174526254E-2,9.809363238E0
6.351935417E0,-7.632051278E-2,8.169440090E-2,9.809362653E0
6.361922417E0,-7.632530933E-2,8.174539958E-2,9.809362653E0
6.371908417E0,-7.634472848E-2,8.172556473E-2,9.809362653E0
6.381894417E0,-7.630768089E-2,8.170212105E-2,9.809363238E0
6.391880417E0,-7.629048185E-2,8.164934079E-2,9.809363823E0
6.401866417E0,-7.630174688E-2,8.166074286E-2,9.809363238E0
6.411852417E0,-7.627212707E-2,8.165611077E-2,9.809363823E0
6.421838417E0,-7.621820021E-2,8.166159254E-2,9.809363823E0
6.431824417E0,-7.624848696E-2,8.166616981E-2,9.809363823E0
6.441810417E0,-7.632939324E-2,8.161864291E-2,9.809363238E0
6.451796417E0,-7.627882853E-2,8.161672429E-2,9.809363823E0
6.461782417E0,-7.620778029E-2,8.164301849E-2,9.809364408E0
6.471768417E0,-7.621013745E-2,8.162808982E-2,9.809364408E0
6.481754417E0,-7.623940094E-2,8.154221797E-2,9.809364992E0
6.491740417E0,-7.629296692E-2,8.150104078E-2,9.809364992E0
6.501726417E0,-7.627438373E-2,8.142072380E-2,9.809365577E0
6.511712417E0,-7.626756807E-2,8.149843695E-2,9.809364992E0
6.521698417E0,-7.626298623E-2,8.153075195E-2,9.809364992E0
6.531684417E0,-7.611055206E-2,8.155810595E-2,9.809365577E0
6.541670417E0,-7.607993640E-2,8.151542128E-2,9.809366162E0
6.551657417E0,-7.610503832E-2,8.148728156E-2,9.809366162E0
6.561643417E0,-7.605059983E-2,8.151617959E-2,9.809366747E0
6.571629417E0,-7.601204475E-2,8.154159671E-2,9.809366747E0
6.581615417E0,-7.600984748E-2,8.154522381E-2,9.809366747E0
6.591601417E0,-7.601389484E-2,8.153539318E-2,9.809366747E0
6.601587417E0,-7.596855608E-2,8.153277107E-2,9.809366747E0
6.611573417E0,-7.592102461E-2,8.153081590E-2,9.809367331E0
6.621559417E0,-7.591334558E-2,8.153087986E-2,9.809367331E0
6.631545417E0,-7.592973148E-2,8.152421951E-2,9.809367331E0
6.641531417E0,-7.593676642E-2,8.149575088E-2,9.809367331E0
6.651517417E0,-7.591291617E-2,8.147764279E-2,9.809367916E0
6.661503417E0,-7.587627971E-2,8.148359050E-2,9.809367916E0
6.671489417E0,-7.586883822E-2,8.153438819E-2,9.809367916E0
6.681475417E0,-7.582215185E-2,8.152214558E-2,9.809368501E0
6.691461417E0,-7.588365268E-2,8.149989875E-2,9.809367916E0
6.701447417E0,-7.593461482E-2,8.141606430E-2,9.809368501E0
6.711433417E0,-7.594735079E-2,8.139097609E-2,9.809368501E0
6.721419417E0,-7.596745973E-2,8.141047290E-2,9.809367916E0
6.731405417E0,-7.596785259E-2,8.144730122E-2,9.809367916E0
6.741392417E0,-7.593126181E-2,8.137809394E-2,9.809368501E0
6.751378417E0,-7.585645856E-2,8.141023535E-2,9.809369085E0
6.761364417E0,-7.585111384E-2,8.144040333E-2,9.809368501E0
6.771350417E0,-7.587549399E-2,8.142461585E-2,9.809368501E0
6.781336417E0,-7.597241616E-2,8.144644241E-2,9.809367916E0
6.791322417E0,-7.602247837E-2,8.145661108E-2,9.809367331E0
6.801308417E0,-7.613440230E-2,8.147783465E-2,9.809366162E0
6.811294417E0,-7.611192250E-2,8.147238029E-2,9.809366162E0
6.821280667E0,-7.613633920E-2,8.135817686E-2,9.809367331E0
6.831266667E0,-7.615940829E-2,8.135052066E-2,9.809367331E0
6.841252667E0,-7.621460052E-2,8.142156433E-2,9.809366162E0
6.851238667E0,-7.623480082E-2,8.137894361E-2,9.809366162E0
6.861224667E0,-7.629511394E-2,8.138473601E-2,9.809365577E0
6.871210667E0,-7.631992806E-2,8.137761885E-2,9.809365577E0
6.881196667E0,-7.635104164E-2,8.134310201E-2,9.809365577E0
6.891182667E0,-7.632117516E-2,8.130474793E-2,9.809366162E0
6.901168667E0,-7.640370313E-2,8.122007294E-2,9.809366162E0
6.911154667E0,-7.632567021E-2,8.116123533E-2,9.809367331E0
6.921140667E0,-7.632095589E-2,8.127013972E-2,9.809366747E0
6.931126667E0,-7.633720933E-2,8.130748881E-2,9.809366162E0
6.941113667E0,-7.632493017E-2,8.131112505E-2,9.809366162E0
6.951099667E0,-7.634102829E-2,8.122947416E-2,9.809366747E0
6.961085667E0,-7.634311136E-2,8.121188683E-2,9.809366747E0
6.971071667E0,-7.642047276E-2,8.120044822E-2,9.809366162E0
6.981057667E0,-7.642496324E-2,8.118260507E-2,9.809366162E0
6.991043667E0,-7.645394350E-2,8.107762928E-2,9.809366747E0
7.001029667E0,-7.654278007E-2,8.118754780E-2,9.809365577E0
7.011015667E0,-7.655037688E-2,8.119458273E-2,9.809365577E0
7.021001667E0,-7.659979499E-2,8.120701720E-2,9.809364992E0
7.030987667E0,-7.660825975E-2,8.115532416E-2,9.809364992E0
7.040973667E0,-7.664933187E-2,8.120375555E-2,9.809364408E0
7.050959667E0,-7.671471105E-2,8.126241043E-2,9.809363238E0
7.060945667E0,-7.664597886E-2,8.132253625E-2,9.809363238E0
7.070931667E0,-7.662597498E-2,8.141211743E-2,9.809362653E0
7.080917667E0,-7.656138609E-2,8.138077087E-2,9.809363823E0
7.090903667E0,-7.655711488E-2,8.137935475E-2,9.809363823E0
7.100889667E0,-7.650510207E-2,8.136840035E-2,9.809364408E0
7.110875667E0,-7.652185343E-2,8.132820074E-2,9.809364408E0
7.120861667E0,-7.654379876E-2,8.136581479E-2,9.809363823E0
7.130847667E0,-7.656322705E-2,8.136255314E-2,9.809363823E0
7.140834667E0,-7.653553957E-2,8.129859008E-2,9.809364408E0
7.150820667E0,-7.646082769E-2,8.123973420E-2,9.809365577E0
7.160806667E0,-7.639836298E-2,8.123007716E-2,9.809366162E0
7.170792667E0,-7.640331941E-2,8.123184046E-2,9.809366162E0
7.180778667E0,-7.639782851E-2,8.126356160E-2,9.809366162E0
7.190764667E0,-7.639797469E-2,8.127668129E-2,9.809365577E0
7.200750667E0,-7.633368729E-2,8.130552451E-2,9.809366162E0
7.210736667E0,-7.628269318E-2,8.137828580E-2,9.809365577E0
7.220722667E0,-7.618520456E-2,8.138623436E-2,9.809366747E0
7.230708667E0,-7.616953128E-2,8.135132466E-2,9.809366747E0
7.240694667E0,-7.620312993E-2,8.138021355E-2,9.809366747E0
7.250680667E0,-7.623965675E-2,8.136052488E-2,9.809366162E0
7.260666667E0,-7.628730699E-2,8.140881009E-2,9.809365577E0
7.270652667E0,-7.631981386E-2,8.140439727E-2,9.809365577E0
7.280638667E0,-7.633297466E-2,8.138488219E-2,9.809365577E0
7.290624667E0,-7.639888831E-2,8.129933012E-2,9.809365577E0
7.300610667E0,-7.639116359E-2,8.132372397E-2,9.809365577E0
7.310596667E0,-7.646684392E-2,8.128227269E-2,9.809364992E0
7.320582667E0,-7.648804008E-2,8.124912629E-2,9.809365577E0
7.330568667E0,-7.650816729E-2,8.121591593E-2,9.809365577E0
7.340554667E0,-7.645346842E-2,8.113049177E-2,9.809366747E0
7.350541667E0,-7.641463468E-2,8.117084669E-2,9.809366747E0
7.360527667E0,-7.637404222E-2,8.119637344E-2,9.809366747E0
7.370513667E0,-7.634011466E-2,8.124628491E-2,9.809366747E0
7.380499667E0,-7.636021446E-2,8.127248774E-2,9.809366162E0
7.390485667E0,-7.632805935E-2,8.125340207E-2,9.809366747E0
7.400471667E0,-7.633349543E-2,8.135158047E-2,9.809365577E0
7.410457667E0,-7.635486518E-2,8.136319268E-2,9.809365577E0
7.420443667E0,-7.632278315E-2,8.134755137E-2,9.809365577E0
7.430429667E0,-7.630250975E-2,8.130470225E-2,9.809366162E0
7.440415667E0,-7.634434932E-2,8.126948191E-2,9.809366162E0
7.450401667E0,-7.631072327E-2,8.127895623E-2,9.809366747E0
7.460387667E0,-7.626414197E-2,8.125949596E-2,9.809366747E0
7.470373667E0,-7.628799221E-2,8.126307738E-2,9.809366747E0
7.480359667E0,-7.630270162E-2,8.118715494E-2,9.809367331E0
7.490345667E0,-7.631767140E-2,8.113648516E-2,9.809367331E0
7.500331667E0,-7.627648965E-2,8.124054733E-2,9.809367331E0
7.510317667E0,-7.620471050E-2,8.124355316E-2,9.809367331E0
7.520303667E0,-7.624529840E-2,8.126553504E-2,9.809367331E0
7.530289667E0,-7.631810994E-2,8.131635100E-2,9.809366162E0
7.540275667E0,-7.638416064E-2,8.129875453E-2,9.809365577E0
7.550261667E0,-7.646367820E-2,8.122274986E-2,9.809365577E0
7.560248667E0,-7.649812196E-2,8.123247086E-2,9.809365577E0
7.570234667E0,-7.649747785E-2,8.120180039E-2,9.809365577E0
7.580220667E0,-7.645323087E-2,8.126676844E-2,9.809365577E0
7.590206667E0,-7.647261348E-2,8.128158747E-2,9.809364992E0
7.600192667E0,-7.645638289E-2,8.128380759E-2,9.809365577E0
7.610178667E0,-7.647938346E-2,8.135498830E-2,9.809364408E0
7.620164667E0,-7.647197851E-2,8.138229663E-2,9.809364408E0
7.630150667E0,-7.643278846E-2,8.143902375E-2,9.809364408E0
7.640136667E0,-7.642476224E-2,8.148445845E-2,9.809363823E0
7.650122667E0,-7.650127397E-2,8.147363196E-2,9.809363238E0
7.660108667E0,-7.655326394E-2,8.149886635E-2,9.809362653E0
7.670094667E0,-7.656213070E-2,8.148501576E-2,9.809362653E0
7.680080667E0,-7.654043661E-2,8.145420824E-2,9.809363238E0
7.690066667E0,-7.648474189E-2,8.142082429E-2,9.809363823E0
7.700052667E0,-7.648107367E-2,8.139471282E-2,9.809364408E0
7.710038667E0,-7.642595910E-2,8.133938354E-2,9.809364992E0
7.720024667E0,-7.646749717E-2,8.130182432E-2,9.809364992E0
7.730010667E0,-7.645640573E-2,8.141673124E-2,9.809364408E0
7.739996667E0,-7.650699328E-2,8.144138091E-2,9.809363823E0
7.749982667E0,-7.658042152E-2,8.147440854E-2,9.809362653E0
7.759968667E0,-7.659591207E-2,8.151688308E-2,9.809362069E0
7.769955667E0,-7.657132179E-2,8.154688661E-2,9.809362069E0
7.779941667E0,-7.658087377E-2,8.155279778E-2,9.809362069E0
7.789927667E0,-7.662005011E-2,8.160706725E-2,9.809361484E0
7.799913667E0,-7.666421486E-2,8.165281258E-2,9.809360315E0
7.809899667E0,-7.665943659E-2,8.166439737E-2,9.809360315E0
7.819885542E0,-7.664414247E-2,8.163521611E-2,9.809360899E0
