"Time (s)","Gravity X (m/s^2)","Gravity Y (m/s^2)","Gravity Z (m/s^2)"
7.829871542E0,-7.667613770E-2,8.167936259E-2,9.809360315E0
7.839857542E0,-7.667217256E-2,8.166015814E-2,9.809360315E0
7.849843542E0,-7.672237638E-2,8.166596881E-2,9.809360315E0
7.859829542E0,-7.666479045E-2,8.167037250E-2,9.809360315E0
7.869815542E0,-7.660881706E-2,8.163002671E-2,9.809361484E0
7.879801542E0,-7.658131687E-2,8.167972804E-2,9.809360899E0
7.889787542E0,-7.658819192E-2,8.177324695E-2,9.809360315E0
7.899773542E0,-7.663319264E-2,8.173738707E-2,9.809360315E0
7.909759542E0,-7.659758401E-2,8.180221807E-2,9.809359730E0
7.919745542E0,-7.663290485E-2,8.175629002E-2,9.809359730E0
7.929731542E0,-7.660202881E-2,8.170975897E-2,9.809360899E0
7.939717542E0,-7.664805279E-2,8.173936050E-2,9.809359730E0
7.949703542E0,-7.667050975E-2,8.170150892E-2,9.809360315E0
7.959689542E0,-7.671355988E-2,8.168949472E-2,9.809359730E0
7.969675542E0,-7.669377071E-2,8.159922833E-2,9.809360899E0
7.979661542E0,-7.669624664E-2,8.156003371E-2,9.809360899E0
7.989647542E0,-7.662270877E-2,8.149539457E-2,9.809362069E0
7.999634542E0,-7.659017449E-2,8.147538613E-2,9.809362653E0
8.009620542E0,-7.658857564E-2,8.148528985E-2,9.809362653E0
8.019606542E0,-7.656536037E-2,8.149294605E-2,9.809362653E0
8.029592542E0,-7.658923802E-2,8.142617815E-2,9.809363238E0
8.039578542E0,-7.664632604E-2,8.144847980E-2,9.809362653E0
8.049564542E0,-7.663734051E-2,8.141215397E-2,9.809362653E0
8.059550542E0,-7.668337363E-2,8.145358698E-2,9.809362069E0
8.069536542E0,-7.669756226E-2,8.149733146E-2,9.809361484E0
8.079522542E0,-7.671015205E-2,8.149705737E-2,9.809361484E0
8.089508542E0,-7.661224773E-2,8.150063879E-2,9.809362069E0
8.099494542E0,-7.656922958E-2,8.149018689E-2,9.809362653E0
8.109480542E0,-7.649095455E-2,8.140180257E-2,9.809363823E0
8.119466542E0,-7.648723152E-2,8.137571851E-2,9.809364408E0
8.129452542E0,-7.645851164E-2,8.135827736E-2,9.809364408E0
8.139438542E0,-7.643716474E-2,8.134621748E-2,9.809364992E0
8.149424542E0,-7.639709760E-2,8.131682608E-2,9.809365577E0
8.159410542E0,-7.633881731E-2,8.133388351E-2,9.809365577E0
8.169396542E0,-7.636227469E-2,8.129781350E-2,9.809366162E0
8.179382542E0,-7.635391043E-2,8.121883954E-2,9.809366747E0
8.189368542E0,-7.629853548E-2,8.117731517E-2,9.809367331E0
8.199354542E0,-7.625279015E-2,8.116599533E-2,9.809367916E0
8.209340542E0,-7.622144359E-2,8.115094788E-2,9.809368501E0
8.219327542E0,-7.618315347E-2,8.112835388E-2,9.809368501E0
8.229313542E0,-7.620303400E-2,8.108526721E-2,9.809369085E0
8.239299542E0,-7.610280907E-2,8.108993584E-2,9.809369670E0
8.249285542E0,-7.602070594E-2,8.100295851E-2,9.809370840E0
8.259271542E0,-7.605315342E-2,8.103091551E-2,9.809370255E0
8.269257542E0,-7.606248155E-2,8.100350669E-2,9.809370840E0
8.279243542E0,-7.615565328E-2,8.097046078E-2,9.809370255E0
8.289229542E0,-7.616867247E-2,8.090863561E-2,9.809370840E0
8.299215542E0,-7.614404107E-2,8.089212636E-2,9.809370840E0
8.309201542E0,-7.610550884E-2,8.085143340E-2,9.809371424E0
8.319187542E0,-7.607401610E-2,8.081185506E-2,9.809372009E0
8.329173542E0,-7.599159320E-2,8.085496000E-2,9.809372594E0
8.339159542E0,-7.592039878E-2,8.091109327E-2,9.809372594E0
8.349145542E0,-7.594048488E-2,8.097037856E-2,9.809372009E0
8.359131542E0,-7.603738421E-2,8.106699466E-2,9.809370255E0
8.369117542E0,-7.600764563E-2,8.104659336E-2,9.809370840E0
8.379103542E0,-7.606519503E-2,8.110530306E-2,9.809369670E0
8.389089542E0,-7.604728793E-2,8.112000332E-2,9.809369670E0
8.399075542E0,-7.603700962E-2,8.111215526E-2,9.809370255E0
8.409061542E0,-7.609875256E-2,8.109090429E-2,9.809369670E0
8.419047542E0,-7.602682724E-2,8.108112847E-2,9.809370255E0
8.429033542E0,-7.601943600E-2,8.100541617E-2,9.809370840E0
8.439019542E0,-7.603801004E-2,8.102647528E-2,9.809370840E0
8.449006542E0,-7.603399465E-2,8.101278914E-2,9.809370840E0
8.458992542E0,-7.596446303E-2,8.097689272E-2,9.809371424E0
8.468978542E0,-7.595660127E-2,8.093375123E-2,9.809372009E0
8.478964542E0,-7.596442649E-2,8.100525171E-2,9.809371424E0
8.488950542E0,-7.595229808E-2,8.102730668E-2,9.809371424E0
8.498936542E0,-7.585914463E-2,8.099512872E-2,9.809372594E0
8.508922542E0,-7.593227594E-2,8.096115092E-2,9.809372009E0
8.518908542E0,-7.587689641E-2,8.101355659E-2,9.809372009E0
8.528894542E0,-7.580302049E-2,8.101330077E-2,9.809372594E0
8.538880542E0,-7.578229029E-2,8.094510762E-2,9.809373178E0
8.548866542E0,-7.575362066E-2,8.098191767E-2,9.809373178E0
8.558852542E0,-7.568816382E-2,8.097531214E-2,9.809373763E0
8.568838542E0,-7.569324816E-2,8.093782601E-2,9.809374348E0
8.578824542E0,-7.568717253E-2,8.095065334E-2,9.809373763E0
8.588810542E0,-7.564917934E-2,8.092570217E-2,9.809374348E0
8.598796542E0,-7.573835851E-2,8.084695662E-2,9.809374348E0
8.608782542E0,-7.572074834E-2,8.084004960E-2,9.809374933E0
8.618768542E0,-7.579206610E-2,8.085809374E-2,9.809373763E0
8.628754542E0,-7.577850787E-2,8.083616668E-2,9.809374348E0
8.638740542E0,-7.586348436E-2,8.084819002E-2,9.809373763E0
8.648726542E0,-7.586275346E-2,8.088660805E-2,9.809373178E0
8.658712542E0,-7.590851706E-2,8.086301819E-2,9.809373178E0
8.668698542E0,-7.594244461E-2,8.084147486E-2,9.809373178E0
8.678685542E0,-7.589809257E-2,8.091027101E-2,9.809372594E0
8.688671542E0,-7.595247167E-2,8.101185724E-2,9.809371424E0
8.698657542E0,-7.599667297E-2,8.093971722E-2,9.809371424E0
8.708643542E0,-7.596948341E-2,8.089487638E-2,9.809372009E0
8.718629542E0,-7.597761927E-2,8.091475692E-2,9.809372009E0
8.728615542E0,-7.602870931E-2,8.079314397E-2,9.809372594E0
8.738601542E0,-7.605121653E-2,8.080724124E-2,9.809372594E0
8.748587542E0,-7.603714210E-2,8.077858988E-2,9.809372594E0
8.758573542E0,-7.607905019E-2,8.083101382E-2,9.809372009E0
8.768559542E0,-7.597717159E-2,8.087012622E-2,9.809372594E0
8.778545542E0,-7.601603730E-2,8.085497827E-2,9.809372009E0
8.788531542E0,-7.594011943E-2,8.082417076E-2,9.809373178E0
8.798517542E0,-7.598029620E-2,8.081710842E-2,9.809372594E0
8.808503542E0,-7.600677769E-2,8.073644425E-2,9.809373178E0
8.818489542E0,-7.604141787E-2,8.072311442E-2,9.809373178E0
8.828475292E0,-7.597967036E-2,8.072050145E-2,9.809373763E0
8.838461292E0,-7.599439804E-2,8.063278408E-2,9.809374348E0
8.848447292E0,-7.601924413E-2,8.056113741E-2,9.809374933E0
8.858433292E0,-7.606377890E-2,8.060476312E-2,9.809373763E0
8.868419292E0,-7.616035389E-2,8.071038759E-2,9.809372594E0
8.878405292E0,-7.613344756E-2,8.067075443E-2,9.809372594E0
8.888391292E0,-7.614175701E-2,8.061751736E-2,9.809373178E0
8.898377292E0,-7.608506185E-2,8.060559453E-2,9.809373763E0
8.908364292E0,-7.610901717E-2,8.055440398E-2,9.809373763E0
8.918350292E0,-7.610338465E-2,8.055317058E-2,9.809374348E0
8.928336292E0,-7.605267376E-2,8.053921949E-2,9.809374348E0
8.938322292E0,-7.603595895E-2,8.052062717E-2,9.809374933E0
8.948308292E0,-7.604566167E-2,8.054625442E-2,9.809374348E0
8.958294292E0,-7.602387166E-2,8.055051193E-2,9.809374933E0
8.968280292E0,-7.606787195E-2,8.058176712E-2,9.809374348E0
8.978266292E0,-7.613343843E-2,8.052277420E-2,9.809374348E0
8.988252292E0,-7.615987881E-2,8.053920122E-2,9.809373763E0
8.998238292E0,-7.614214530E-2,8.057431192E-2,9.809373763E0
9.008224292E0,-7.607408005E-2,8.065681248E-2,9.809373178E0
9.018210292E0,-7.609921394E-2,8.068880771E-2,9.809373178E0
9.028196292E0,-7.617834779E-2,8.072727143E-2,9.809372009E0
9.038182292E0,-7.630240012E-2,8.068378276E-2,9.809371424E0
9.048168292E0,-7.634279159E-2,8.070186345E-2,9.809370840E0
9.058154292E0,-7.631212568E-2,8.074553484E-2,9.809370840E0
9.068140292E0,-7.622359518E-2,8.075218605E-2,9.809371424E0
9.078126292E0,-7.627781441E-2,8.080767064E-2,9.809370840E0
9.088112292E0,-7.630825190E-2,8.083410189E-2,9.809370255E0
9.098098292E0,-7.630647490E-2,8.086880146E-2,9.809369670E0
9.108084292E0,-7.634710391E-2,8.085142426E-2,9.809369670E0
9.118070292E0,-7.639665450E-2,8.081355440E-2,9.809369670E0
9.128056292E0,-7.646244938E-2,8.074994766E-2,9.809369670E0
9.138043292E0,-7.644309418E-2,8.066154507E-2,9.809370255E0
9.148029292E0,-7.643821541E-2,8.064739298E-2,9.809370840E0
9.158015292E0,-7.646052619E-2,8.062694600E-2,9.809370840E0
9.168001292E0,-7.645366028E-2,8.056351284E-2,9.809371424E0
9.177987292E0,-7.640917119E-2,8.059987522E-2,9.809371424E0
9.187973292E0,-7.646875340E-2,8.065131244E-2,9.809370255E0
9.197959292E0,-7.644433214E-2,8.066449609E-2,9.809370255E0
9.207945292E0,-7.644916523E-2,8.066333578E-2,9.809370255E0
9.217931292E0,-7.649370000E-2,8.063903329E-2,9.809370255E0
9.227917292E0,-7.650155263E-2,8.071141086E-2,9.809369670E0
9.237903292E0,-7.647680246E-2,8.063096596E-2,9.809370255E0
9.247889292E0,-7.648858826E-2,8.059398232E-2,9.809370840E0
9.257875292E0,-7.648688434E-2,8.052091040E-2,9.809371424E0
9.267861292E0,-7.654713350E-2,8.056123791E-2,9.809370255E0
9.277847292E0,-7.659960313E-2,8.058884773E-2,9.809369670E0
9.287833292E0,-7.655975070E-2,8.064197517E-2,9.809369670E0
9.297819292E0,-7.665179866E-2,8.065160480E-2,9.809369085E0
9.307805292E0,-7.656065062E-2,8.061213610E-2,9.809370255E0
9.317791292E0,-7.659068156E-2,8.070814921E-2,9.809369085E0
9.327777292E0,-7.660648274E-2,8.078091050E-2,9.809368501E0
9.337763292E0,-7.658913296E-2,8.079106090E-2,9.809368501E0
9.347749292E0,-7.659296106E-2,8.081272300E-2,9.809367916E0
9.357735292E0,-7.653086180E-2,8.078685821E-2,9.809369085E0
9.367721292E0,-7.656499492E-2,8.083598396E-2,9.809367916E0
9.377708292E0,-7.663172170E-2,8.081428531E-2,9.809367916E0
9.387694292E0,-7.666600557E-2,8.078364224E-2,9.809367916E0
9.397680292E0,-7.667258369E-2,8.070518905E-2,9.809368501E0
9.407666292E0,-7.670112541E-2,8.073561285E-2,9.809367916E0
9.417652292E0,-7.676253945E-2,8.070246644E-2,9.809367916E0
9.427638292E0,-7.682801913E-2,8.072827642E-2,9.809366747E0
9.437624292E0,-7.683905574E-2,8.074976494E-2,9.809366747E0
9.447610292E0,-7.684879501E-2,8.073738528E-2,9.809366747E0
9.457596292E0,-7.680013522E-2,8.078149522E-2,9.809366747E0
9.467582292E0,-7.677837261E-2,8.077229499E-2,9.809366747E0
9.477568292E0,-7.672117953E-2,8.071087182E-2,9.809367916E0
9.487554292E0,-7.666141916E-2,8.063952665E-2,9.809369085E0
9.497540292E0,-7.659308440E-2,8.072016341E-2,9.809369085E0
9.507526292E0,-7.649669670E-2,8.066396618E-2,9.809370255E0
9.517512292E0,-7.651329274E-2,8.073950490E-2,9.809369085E0
9.527498292E0,-7.653868702E-2,8.066858000E-2,9.809369670E0
9.537484292E0,-7.659820071E-2,8.058586017E-2,9.809369670E0
9.547470292E0,-7.660000512E-2,8.061252896E-2,9.809369670E0
9.557456292E0,-7.657915615E-2,8.062944020E-2,9.809369670E0
9.567442292E0,-7.649823159E-2,8.069854698E-2,9.809369670E0
9.577428292E0,-7.652758644E-2,8.062841694E-2,9.809370255E0
9.587414292E0,-7.655086567E-2,8.060404136E-2,9.809370255E0
9.597400292E0,-7.652217320E-2,8.057906278E-2,9.809370840E0
9.607387292E0,-7.649222906E-2,8.061136865E-2,9.809370840E0
9.617373292E0,-7.648592503E-2,8.075261545E-2,9.809369670E0
9.627359292E0,-7.647228457E-2,8.074737123E-2,9.809369670E0
9.637345292E0,-7.648126553E-2,8.071258030E-2,9.809369670E0
9.647331292E0,-7.642579921E-2,8.068915489E-2,9.809370255E0
9.657317292E0,-7.643260574E-2,8.071284525E-2,9.809370255E0
9.667303292E0,-7.645144473E-2,8.071988932E-2,9.809370255E0
9.677289292E0,-7.640071100E-2,8.073506467E-2,9.809370255E0
9.687275292E0,-7.637945546E-2,8.067490230E-2,9.809370840E0
9.697261292E0,-7.635873439E-2,8.068821386E-2,9.809370840E0
9.707247292E0,-7.633269144E-2,8.059214593E-2,9.809372009E0
9.717233292E0,-7.628107606E-2,8.053999607E-2,9.809372594E0
9.727219292E0,-7.633293355E-2,8.057639499E-2,9.809372009E0
9.737205292E0,-7.626850911E-2,8.057623054E-2,9.809372594E0
9.747191292E0,-7.626708385E-2,8.064569363E-2,9.809372009E0
9.757177292E0,-7.623615756E-2,8.061271168E-2,9.809372594E0
9.767163292E0,-7.616344652E-2,8.061497748E-2,9.809373178E0
9.777149292E0,-7.613343386E-2,8.051480737E-2,9.809374348E0
9.787135292E0,-7.612381793E-2,8.050788207E-2,9.809374348E0
9.797121292E0,-7.606584370E-2,8.047257951E-2,9.809374933E0
9.807107292E0,-7.608609882E-2,8.043461828E-2,9.809374933E0
9.817093292E0,-7.606131668E-2,8.045589667E-2,9.809374933E0
9.827079792E0,-7.601660375E-2,8.043789821E-2,9.809375517E0
9.837065792E0,-7.594564231E-2,8.047741259E-2,9.809376102E0
9.847052792E0,-7.600765477E-2,8.042272286E-2,9.809376102E0
9.857038792E0,-7.591917452E-2,8.040437722E-2,9.809376687E0
9.867024792E0,-7.584421139E-2,8.040504416E-2,9.809377272E0
9.877010792E0,-7.580927884E-2,8.032508349E-2,9.809378441E0
9.886996792E0,-7.577145467E-2,8.024302147E-2,9.809379026E0
9.896982792E0,-7.571257138E-2,8.019108175E-2,9.809380195E0
9.906968792E0,-7.567660186E-2,8.009671317E-2,9.809381365E0
9.916954792E0,-7.562382617E-2,8.010999732E-2,9.809381365E0
9.926940792E0,-7.559523420E-2,8.009115832E-2,9.809381949E0
9.936926792E0,-7.558661870E-2,8.011803724E-2,9.809381365E0
9.946912792E0,-7.564431884E-2,8.008932193E-2,9.809381365E0
9.956898792E0,-7.561094860E-2,8.009129536E-2,9.809381365E0
9.966884792E0,-7.562635235E-2,8.013715032E-2,9.809381365E0
9.976870792E0,-7.559100411E-2,8.006418804E-2,9.809381949E0
9.986856792E0,-7.561626591E-2,8.005679679E-2,9.809381949E0
9.996842792E0,-7.563691846E-2,8.005221038E-2,9.809381949E0
1.000682879E1,-7.560090326E-2,7.997551136E-2,9.809382534E0
1.001681479E1,-7.551183829E-2,7.990335306E-2,9.809383703E0
1.002680079E1,-7.549362056E-2,7.989842861E-2,9.809384288E0
1.003678679E1,-7.545201397E-2,7.989518523E-2,9.809384288E0
1.004677279E1,-7.540218016E-2,7.983420974E-2,9.809385458E0
1.005675879E1,-7.538969544E-2,7.978906740E-2,9.809386042E0
1.006674479E1,-7.538564350E-2,7.974023402E-2,9.809386042E0
1.007673079E1,-7.542673389E-2,7.982235085E-2,9.809385458E0
1.008671679E1,-7.539776734E-2,7.980909412E-2,9.809385458E0
1.009670379E1,-7.548248801E-2,7.982144636E-2,9.809384873E0
1.010668979E1,-7.544839600E-2,7.983523300E-2,9.809384873E0
1.011667579E1,-7.545189519E-2,7.983058264E-2,9.809384873E0
1.012666179E1,-7.545536241E-2,7.984732943E-2,9.809384873E0
1.013664779E1,-7.546608840E-2,7.982985173E-2,9.809384873E0
1.014663379E1,-7.550129960E-2,7.982903861E-2,9.809384873E0
1.015661979E1,-7.553647882E-2,7.982670886E-2,9.809384288E0
1.016660579E1,-7.559768729E-2,7.979325182E-2,9.809384288E0
1.017659179E1,-7.563792345E-2,7.988889948E-2,9.809383119E0
1.018657779E1,-7.560666825E-2,7.982839907E-2,9.809383703E0
1.019656379E1,-7.559812127E-2,7.983283016E-2,9.809383703E0
1.020654979E1,-7.553706354E-2,7.970875955E-2,9.809385458E0
1.021653579E1,-7.556934657E-2,7.971240493E-2,9.809384873E0
1.022652179E1,-7.559263950E-2,7.976832806E-2,9.809384288E0
1.023650779E1,-7.556058945E-2,7.971346473E-2,9.809384873E0
1.024649379E1,-7.554150377E-2,7.981920797E-2,9.809384288E0
1.025647979E1,-7.558406968E-2,7.981595546E-2,9.809384288E0
1.026646579E1,-7.557129717E-2,7.973381122E-2,9.809384873E0
1.027645179E1,-7.561263424E-2,7.974364185E-2,9.809384288E0
1.028643779E1,-7.561500510E-2,7.976607140E-2,9.809384288E0
1.029642379E1,-7.559548088E-2,7.980636237E-2,9.809384288E0
1.030640979E1,-7.560606069E-2,7.978858318E-2,9.809384288E0
1.031639579E1,-7.566937050E-2,7.979869704E-2,9.809383703E0
1.032638179E1,-7.567465584E-2,7.984544735E-2,9.809383119E0
1.033636879E1,-7.573415583E-2,7.978358564E-2,9.809383119E0
1.034635479E1,-7.567404371E-2,7.971053199E-2,9.809384288E0
1.035634079E1,-7.571310585E-2,7.978541289E-2,9.809383119E0
1.036632679E1,-7.569163560E-2,7.974169582E-2,9.809383703E0
1.037631279E1,-7.569331211E-2,7.969109000E-2,9.809384288E0
1.038629879E1,-7.571603859E-2,7.966911726E-2,9.809384288E0
1.039628479E1,-7.574168412E-2,7.956144626E-2,9.809384873E0
1.040627079E1,-7.575830300E-2,7.953677832E-2,9.809384873E0
1.041625679E1,-7.574464884E-2,7.949590263E-2,9.809385458E0
1.042624279E1,-7.576012569E-2,7.943070618E-2,9.809386042E0
1.043622879E1,-7.569185031E-2,7.945140897E-2,9.809386042E0
1.044621479E1,-7.569953391E-2,7.937340346E-2,9.809386627E0
1.045620079E1,-7.570370919E-2,7.934128946E-2,9.809387212E0
1.046618679E1,-7.573971982E-2,7.942135063E-2,9.809386042E0
1.047617279E1,-7.571316980E-2,7.931244624E-2,9.809387212E0
1.048615879E1,-7.570406094E-2,7.930033154E-2,9.809387212E0
1.049614479E1,-7.573390915E-2,7.923860687E-2,9.809387797E0
1.050613079E1,-7.575939935E-2,7.925273155E-2,9.809387212E0
1.051611679E1,-7.578186088E-2,7.933840239E-2,9.809386627E0
1.052610279E1,-7.576997459E-2,7.931434658E-2,9.809386627E0
1.053608879E1,-7.576445628E-2,7.930019449E-2,9.809386627E0
1.054607479E1,-7.576194837E-2,7.928718444E-2,9.809387212E0
1.055606079E1,-7.573567245E-2,7.922824633E-2,9.809387797E0
1.056604679E1,-7.567453250E-2,7.931219042E-2,9.809387212E0
1.057603279E1,-7.571771510E-2,7.932132670E-2,9.809387212E0
1.058601979E1,-7.566379281E-2,7.934649713E-2,9.809387212E0
1.059600579E1,-7.560136921E-2,7.927982060E-2,9.809388381E0
1.060599179E1,-7.555466458E-2,7.925253055E-2,9.809388966E0
1.061597779E1,-7.551717388E-2,7.935426297E-2,9.809388381E0
1.062596379E1,-7.549897898E-2,7.937673820E-2,9.809388381E0
1.063594979E1,-7.551289810E-2,7.934382020E-2,9.809388381E0
1.064593579E1,-7.543106906E-2,7.937694834E-2,9.809388966E0
1.065592179E1,-7.534773710E-2,7.941331071E-2,9.809388966E0
1.066590779E1,-7.537195279E-2,7.942646694E-2,9.809388966E0
1.067589379E1,-7.544221074E-2,7.941638963E-2,9.809388381E0
1.068587979E1,-7.545264437E-2,7.940173505E-2,9.809388381E0
1.069586579E1,-7.546986168E-2,7.944962740E-2,9.809387797E0
1.070585179E1,-7.553372424E-2,7.944491308E-2,9.809387212E0
1.071583779E1,-7.550901061E-2,7.944414563E-2,9.809387797E0
1.072582379E1,-7.545415185E-2,7.951782969E-2,9.809387797E0
1.073580979E1,-7.545755968E-2,7.943898364E-2,9.809388381E0
1.074579579E1,-7.545532587E-2,7.944704183E-2,9.809387797E0
1.075578179E1,-7.549496816E-2,7.945306264E-2,9.809387797E0
1.076576779E1,-7.549316831E-2,7.940103156E-2,9.809388381E0
1.077575379E1,-7.541552825E-2,7.949881710E-2,9.809387797E0
1.078573979E1,-7.543290545E-2,7.936991340E-2,9.809388966E0
1.079572579E1,-7.545442594E-2,7.938576484E-2,9.809388381E0
1.080571179E1,-7.551955844E-2,7.940260299E-2,9.809387797E0
1.081569779E1,-7.556312477E-2,7.939453566E-2,9.809387797E0
1.082568329E1,-7.549695073E-2,7.940913543E-2,9.809387797E0
1.083567029E1,-7.557627643E-2,7.938171747E-2,9.809387797E0
1.084565629E1,-7.557968883E-2,7.938031049E-2,9.809387797E0
1.085564229E1,-7.561211347E-2,7.942287639E-2,9.809387212E0
1.086562829E1,-7.557378680E-2,7.939148415E-2,9.809387797E0
1.087561429E1,-7.563187523E-2,7.946851208E-2,9.809386627E0
1.088560029E1,-7.567095565E-2,7.947622309E-2,9.809386042E0
1.089558629E1,-7.569395622E-2,7.944090226E-2,9.809386042E0
1.090557229E1,-7.565491692E-2,7.936993168E-2,9.809387212E0
1.091555829E1,-7.561651259E-2,7.930325515E-2,9.809387797E0
1.092554429E1,-7.562344245E-2,7.935401629E-2,9.809387797E0
1.093553029E1,-7.567858444E-2,7.934136255E-2,9.809387212E0
1.094551629E1,-7.567349096E-2,7.934407602E-2,9.809387212E0
1.095550229E1,-7.563639769E-2,7.935878542E-2,9.809387212E0
1.096548829E1,-7.566812797E-2,7.937425314E-2,9.809387212E0
1.097547429E1,-7.560773263E-2,7.947700881E-2,9.809386627E0
1.098546029E1,-7.559143351E-2,7.944684084E-2,9.809387212E0
1.099544629E1,-7.557259908E-2,7.943468959E-2,9.809387212E0
1.100543229E1,-7.549920739E-2,7.939103647E-2,9.809388381E0
1.101541829E1,-7.548970110E-2,7.930719288E-2,9.809388966E0
1.102540429E1,-7.546628483E-2,7.923636848E-2,9.809389551E0
1.103539029E1,-7.542603954E-2,7.923157194E-2,9.809390135E0
1.104537629E1,-7.538733828E-2,7.921842484E-2,9.809390720E0
1.105536229E1,-7.536823890E-2,7.920790899E-2,9.809390720E0
1.106534829E1,-7.539497620E-2,7.916511468E-2,9.809390720E0
1.107533429E1,-7.543172687E-2,7.918017126E-2,9.809390135E0
1.108532129E1,-7.543173600E-2,7.928512878E-2,9.809389551E0
1.109530729E1,-7.549343783E-2,7.924469163E-2,9.809389551E0
1.110529329E1,-7.560052411E-2,7.918254669E-2,9.809388966E0
1.111527929E1,-7.556024227E-2,7.922705862E-2,9.809388966E0
1.112526529E1,-7.553265072E-2,7.919146369E-2,9.809389551E0
1.113525129E1,-7.552709587E-2,7.920153187E-2,9.809389551E0
1.114523729E1,-7.552136286E-2,7.922970814E-2,9.809389551E0
1.115522329E1,-7.547136459E-2,7.919971375E-2,9.809390135E0
1.116520929E1,-7.547775999E-2,7.921103359E-2,9.809389551E0
1.117519529E1,-7.548434724E-2,7.914366270E-2,9.809390135E0
1.118518129E1,-7.551646581E-2,7.913900320E-2,9.809390135E0
1.119516729E1,-7.551094294E-2,7.910952958E-2,9.809390135E0
1.120515329E1,-7.546500118E-2,7.906932084E-2,9.809391305E0
1.121513929E1,-7.542831447E-2,7.905670364E-2,9.809391305E0
1.122512529E1,-7.549900183E-2,7.903032722E-2,9.809391305E0
1.123511129E1,-7.548475837E-2,7.905069198E-2,9.809391305E0
1.124509729E1,-7.553258677E-2,7.905385313E-2,9.809390720E0
1.125508329E1,-7.548031358E-2,7.905786395E-2,9.809391305E0
1.126506929E1,-7.545478226E-2,7.897195556E-2,9.809391890E0
1.127505529E1,-7.542724553E-2,7.892121269E-2,9.809392474E0
1.128504129E1,-7.548811595E-2,7.886481447E-2,9.809392474E0
1.129502729E1,-7.546044218E-2,7.883213402E-2,9.809393059E0
1.130501329E1,-7.555096895E-2,7.878075161E-2,9.809392474E0
1.131499929E1,-7.555907740E-2,7.874205949E-2,9.809393059E0
1.132498529E1,-7.554439997E-2,7.868523186E-2,9.809393644E0
1.133497229E1,-7.550595453E-2,7.861604285E-2,9.809394228E0
1.134495829E1,-7.550616010E-2,7.857857499E-2,9.809394813E0
1.135494429E1,-7.547550333E-2,7.851059197E-2,9.809395398E0
1.136493029E1,-7.547898425E-2,7.842722347E-2,9.809395983E0
1.137491629E1,-7.543812226E-2,7.845611237E-2,9.809395983E0
1.138490229E1,-7.542322556E-2,7.845520788E-2,9.809396567E0
1.139488829E1,-7.546031427E-2,7.847802116E-2,9.809395983E0
1.140487429E1,-7.540838826E-2,7.845201018E-2,9.809396567E0
1.141486029E1,-7.542832817E-2,7.837065166E-2,9.809397152E0
1.142484629E1,-7.538202097E-2,7.836077535E-2,9.809397152E0
1.143483229E1,-7.532642674E-2,7.833322948E-2,9.809398322E0
1.144481829E1,-7.534730312E-2,7.827475732E-2,9.809398322E0
1.145480429E1,-7.532455380E-2,7.822784255E-2,9.809398906E0
1.146479029E1,-7.524837098E-2,7.820795288E-2,9.809399491E0
1.147477629E1,-7.521139191E-2,7.819709899E-2,9.809400076E0
1.148476229E1,-7.525087888E-2,7.807351260E-2,9.809400660E0
1.149474829E1,-7.527270544E-2,7.806777502E-2,9.809400660E0
1.150473429E1,-7.525645658E-2,7.812599136E-2,9.809400076E0
1.151472029E1,-7.525024391E-2,7.808678761E-2,9.809400660E0
1.152470629E1,-7.527321251E-2,7.810915321E-2,9.809400076E0
1.153469229E1,-7.535029069E-2,7.808744542E-2,9.809400076E0
1.154467829E1,-7.531410190E-2,7.803715023E-2,9.809400660E0
1.155466429E1,-7.525039466E-2,7.796132829E-2,9.809401830E0
1.156465029E1,-7.521475405E-2,7.794978918E-2,9.809401830E0
1.157463629E1,-7.516282347E-2,7.793973927E-2,9.809402415E0
1.158462229E1,-7.513626889E-2,7.803720505E-2,9.809401830E0
1.159460929E1,-7.509873707E-2,7.805838293E-2,9.809401830E0
1.160459529E1,-7.507654049E-2,7.802379300E-2,9.809402415E0
1.161458129E1,-7.504064407E-2,7.805779821E-2,9.809402415E0
1.162456729E1,-7.495862774E-2,7.807134731E-2,9.809402999E0
1.163455329E1,-7.495169330E-2,7.809152934E-2,9.809402999E0
1.164453929E1,-7.508385408E-2,7.815897332E-2,9.809401245E0
1.165452529E1,-7.512136762E-2,7.828897336E-2,9.809400076E0
1.166451129E1,-7.510616486E-2,7.832094119E-2,9.809400076E0
1.167449729E1,-7.509371669E-2,7.826932124E-2,9.809400076E0
1.168448329E1,-7.524261056E-2,7.832659654E-2,9.809398906E0
1.169446929E1,-7.528967150E-2,7.832588391E-2,9.809398322E0
1.170445529E1,-7.536230032E-2,7.826189345E-2,9.809398322E0
1.171444129E1,-7.536907487E-2,7.826190258E-2,9.809398322E0
1.172442729E1,-7.539605428E-2,7.824998888E-2,9.809398322E0
1.173441329E1,-7.533942766E-2,7.824511011E-2,9.809398906E0
1.174439929E1,-7.529505734E-2,7.825311349E-2,9.809398906E0
1.175438529E1,-7.517846934E-2,7.823262082E-2,9.809400076E0
1.176437129E1,-7.521114523E-2,7.817446844E-2,9.809400076E0
1.177435729E1,-7.525078295E-2,7.808681502E-2,9.809400660E0
1.178434329E1,-7.524819282E-2,7.803520421E-2,9.809401245E0
1.179432929E1,-7.527522249E-2,7.804625910E-2,9.809400660E0
